colour	x	y	fill
#234B6E	1	0.4	#234B6E
#234B6E	1	0.38	#234B6E
#234B6E	1	0.37	#234B6E
#234B6E	1	0.35	#234B6E
#234B6E	1	0.37	#234B6E
#234B6E	1	0.37	#234B6E
#234B6E	1	0.4	#234B6E
#234B6E	1	0.43	#234B6E
#234B6E	1	0.41	#234B6E
#234B6E	1	0.43	#234B6E
#234B6E	1	0.43	#234B6E
#234B6E	1	0.44	#234B6E
#234B6E	2	0.25	#234B6E
#234B6E	2	0.29	#234B6E
#234B6E	2	0.28	#234B6E
#234B6E	2	0.23	#234B6E
#234B6E	2	0.22	#234B6E
#234B6E	2	0.17	#234B6E
#234B6E	2	0.2	#234B6E
#234B6E	2	0.12	#234B6E
#234B6E	2	0.1	#234B6E
#234B6E	2	0.12	#234B6E
#234B6E	2	0.14	#234B6E
#234B6E	2	0.14	#234B6E
#234B6E	4	8.49	#234B6E
#234B6E	4	8.73	#234B6E
#234B6E	4	8.64	#234B6E
#234B6E	4	8.62	#234B6E
#234B6E	4	8.7	#234B6E
#234B6E	4	8.67	#234B6E
#234B6E	4	9.02	#234B6E
#234B6E	4	9.1	#234B6E
#234B6E	4	9.54	#234B6E
#234B6E	4	9.77	#234B6E
#234B6E	4	9.95	#234B6E
#234B6E	4	10.27	#234B6E
#234B6E	3	7.83	#234B6E
#234B6E	3	7.74	#234B6E
#234B6E	3	7.63	#234B6E
#234B6E	3	7.62	#234B6E
#234B6E	3	7.44	#234B6E
#234B6E	3	7.33	#234B6E
#234B6E	3	7.23	#234B6E
#234B6E	3	7.1	#234B6E
#234B6E	3	7	#234B6E
#234B6E	3	6.76	#234B6E
#234B6E	3	6.69	#234B6E
#234B6E	3	6.58	#234B6E
#234B6E	5	0.38	#234B6E
#234B6E	5	0.39	#234B6E
#234B6E	5	0.34	#234B6E
#234B6E	5	0.35	#234B6E
#234B6E	5	0.39	#234B6E
#234B6E	5	0.39	#234B6E
#234B6E	5	0.4	#234B6E
#234B6E	5	0.45	#234B6E
#234B6E	5	0.44	#234B6E
#234B6E	5	0.48	#234B6E
#234B6E	5	0.47	#234B6E
#234B6E	5	0.48	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	6	0	#234B6E
#234B6E	7	1.74	#234B6E
#234B6E	7	1.63	#234B6E
#234B6E	7	1.64	#234B6E
#234B6E	7	1.67	#234B6E
#234B6E	7	1.62	#234B6E
#234B6E	7	1.54	#234B6E
#234B6E	7	1.5	#234B6E
#234B6E	7	1.53	#234B6E
#234B6E	7	1.47	#234B6E
#234B6E	7	1.43	#234B6E
#234B6E	7	1.42	#234B6E
#234B6E	7	1.41	#234B6E
#234B6E	8	0.06	#234B6E
#234B6E	8	0.09	#234B6E
#234B6E	8	0.06	#234B6E
#234B6E	8	0.07	#234B6E
#234B6E	8	0.08	#234B6E
#234B6E	8	0.07	#234B6E
#234B6E	8	0.06	#234B6E
#234B6E	8	0.04	#234B6E
#234B6E	8	0.04	#234B6E
#234B6E	8	0.04	#234B6E
#234B6E	8	0.03	#234B6E
#234B6E	8	0.02	#234B6E
#234B6E	9	0.4	#234B6E
#234B6E	9	0.41	#234B6E
#234B6E	9	0.46	#234B6E
#234B6E	9	0.4	#234B6E
#234B6E	9	0.38	#234B6E
#234B6E	9	0.3	#234B6E
#234B6E	9	0.27	#234B6E
#234B6E	9	0.28	#234B6E
#234B6E	9	0.24	#234B6E
#234B6E	9	0.25	#234B6E
#234B6E	9	0.25	#234B6E
#234B6E	9	0.29	#234B6E
#234B6E	10	0.3	#234B6E
#234B6E	10	0.28	#234B6E
#234B6E	10	0.34	#234B6E
#234B6E	10	0.35	#234B6E
#234B6E	10	0.37	#234B6E
#234B6E	10	0.36	#234B6E
#234B6E	10	0.33	#234B6E
#234B6E	10	0.35	#234B6E
#234B6E	10	0.26	#234B6E
#234B6E	10	0.23	#234B6E
#234B6E	10	0.23	#234B6E
#234B6E	10	0.25	#234B6E
#234B6E	11	28.24	#234B6E
#234B6E	11	28.22	#234B6E
#234B6E	11	28.16	#234B6E
#234B6E	11	28.38	#234B6E
#234B6E	11	28.32	#234B6E
#234B6E	11	28.19	#234B6E
#234B6E	11	27.9	#234B6E
#234B6E	11	27.64	#234B6E
#234B6E	11	27.68	#234B6E
#234B6E	11	27.64	#234B6E
#234B6E	11	27.66	#234B6E
#234B6E	11	27.72	#234B6E
#234B6E	12	7.99	#234B6E
#234B6E	12	7.94	#234B6E
#234B6E	12	7.89	#234B6E
#234B6E	12	7.78	#234B6E
#234B6E	12	7.63	#234B6E
#234B6E	12	7.78	#234B6E
#234B6E	12	7.53	#234B6E
#234B6E	12	7.66	#234B6E
#234B6E	12	7.7	#234B6E
#234B6E	12	7.61	#234B6E
#234B6E	12	7.64	#234B6E
#234B6E	12	7.45	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	13	0	#234B6E
#234B6E	14	0.1	#234B6E
#234B6E	14	0.1	#234B6E
#234B6E	14	0.1	#234B6E
#234B6E	14	0.1	#234B6E
#234B6E	14	0.09	#234B6E
#234B6E	14	0.04	#234B6E
#234B6E	14	0.03	#234B6E
#234B6E	14	0.02	#234B6E
#234B6E	14	0.03	#234B6E
#234B6E	14	0.02	#234B6E
#234B6E	14	0.05	#234B6E
#234B6E	14	0.05	#234B6E
#234B6E	15	0.42	#234B6E
#234B6E	15	0.39	#234B6E
#234B6E	15	0.41	#234B6E
#234B6E	15	0.42	#234B6E
#234B6E	15	0.46	#234B6E
#234B6E	15	0.45	#234B6E
#234B6E	15	0.44	#234B6E
#234B6E	15	0.42	#234B6E
#234B6E	15	0.38	#234B6E
#234B6E	15	0.39	#234B6E
#234B6E	15	0.37	#234B6E
#234B6E	15	0.39	#234B6E
#234B6E	16	2.7	#234B6E
#234B6E	16	2.79	#234B6E
#234B6E	16	2.98	#234B6E
#234B6E	16	2.87	#234B6E
#234B6E	16	2.85	#234B6E
#234B6E	16	2.89	#234B6E
#234B6E	16	3.08	#234B6E
#234B6E	16	2.97	#234B6E
#234B6E	16	2.87	#234B6E
#234B6E	16	2.99	#234B6E
#234B6E	16	3.03	#234B6E
#234B6E	16	3.11	#234B6E
#234B6E	17	0.18	#234B6E
#234B6E	17	0.19	#234B6E
#234B6E	17	0.18	#234B6E
#234B6E	17	0.18	#234B6E
#234B6E	17	0.16	#234B6E
#234B6E	17	0.14	#234B6E
#234B6E	17	0.13	#234B6E
#234B6E	17	0.09	#234B6E
#234B6E	17	0.1	#234B6E
#234B6E	17	0.11	#234B6E
#234B6E	17	0.13	#234B6E
#234B6E	17	0.16	#234B6E
#234B6E	18	4.12	#234B6E
#234B6E	18	4.13	#234B6E
#234B6E	18	4.17	#234B6E
#234B6E	18	4.15	#234B6E
#234B6E	18	4.08	#234B6E
#234B6E	18	4.09	#234B6E
#234B6E	18	4.14	#234B6E
#234B6E	18	4.09	#234B6E
#234B6E	18	4.04	#234B6E
#234B6E	18	3.98	#234B6E
#234B6E	18	3.95	#234B6E
#234B6E	18	3.85	#234B6E
#234B6E	19	18.82	#234B6E
#234B6E	19	18.64	#234B6E
#234B6E	19	18.38	#234B6E
#234B6E	19	18.59	#234B6E
#234B6E	19	18.77	#234B6E
#234B6E	19	19.14	#234B6E
#234B6E	19	19.1	#234B6E
#234B6E	19	19.24	#234B6E
#234B6E	19	19.3	#234B6E
#234B6E	19	19.09	#234B6E
#234B6E	19	18.9	#234B6E
#234B6E	19	18.61	#234B6E
#234B6E	20	0.3	#234B6E
#234B6E	20	0.36	#234B6E
#234B6E	20	0.38	#234B6E
#234B6E	20	0.33	#234B6E
#234B6E	20	0.37	#234B6E
#234B6E	20	0.33	#234B6E
#234B6E	20	0.32	#234B6E
#234B6E	20	0.35	#234B6E
#234B6E	20	0.4	#234B6E
#234B6E	20	0.45	#234B6E
#234B6E	20	0.45	#234B6E
#234B6E	20	0.51	#234B6E
#234B6E	21	6.21	#234B6E
#234B6E	21	6.25	#234B6E
#234B6E	21	6.37	#234B6E
#234B6E	21	6.31	#234B6E
#234B6E	21	6.36	#234B6E
#234B6E	21	6.42	#234B6E
#234B6E	21	6.54	#234B6E
#234B6E	21	6.67	#234B6E
#234B6E	21	6.67	#234B6E
#234B6E	21	6.79	#234B6E
