x	y	key	group
1	-0.00162623096371448	1	-1
2	-0.0886772093794963	2	-1
3	0.00509989434481085	3	-1
4	-0.000485480459531338	4	-1
5	-0.0173565480039101	5	-1
6	-0.0921334188789186	6	-1
7	-0.0329572701186455	7	-1
8	-0.0962334715402666	8	-1
9	-0.0264094161191234	9	-1
10	-0.0936281917117043	10	-1
11	-0.0760346679045606	11	-1
12	-0.00765691201528804	12	-1
13	0.0525171134081286	13	-1
14	0.0124509850584101	14	-1
15	-0.0750046554645607	15	-1
16	-0.0323981588764413	16	-1
17	0.00549503801882007	17	-1
18	-0.0659827949847266	18	-1
19	0.0235220147729889	19	-1
20	-0.0716741686412881	20	-1
21	-0.0083822645639144	21	-1
22	0.00795653304423832	22	-1
23	0.064583488246958	23	-1
24	-0.0184169435297099	24	-1
25	0.0701517722676201	25	-1
26	0.00575590658107157	26	-1
27	0.0327405077127214	27	-1
28	0.117315255404816	28	-1
29	0.0299354286512657	29	-1
30	0.0305435166787511	30	-1
31	0.0594274312690743	31	-1
32	0.0922735112045271	32	-1
33	0.161087076972994	33	-1
34	0.0839917179859539	34	-1
35	0.156644243713473	35	-1
36	0.0853873147225145	36	-1
37	0.0479875907596514	37	-1
38	0.0826233151225782	38	-1
39	0.031441491464073	39	-1
40	0.0570704835629354	40	-1
41	0.101849936694122	41	-1
42	0.0350005529888753	42	-1
43	0.0412381824528048	43	-1
44	0.105561276139013	44	-1
45	0.117888614954419	45	-1
46	0.0425713199425872	46	-1
47	0.0490812837926927	47	-1
48	0.14039213201794	48	-1
49	0.12731359447785	49	-1
50	0.148771190563595	50	-1
51	0.123739905631496	51	-1
52	0.130763133113771	52	-1
53	0.0481228308638143	53	-1
54	0.143274551478056	54	-1
55	0.0639722595465898	55	-1
56	0.0962902977633878	56	-1
57	0.0913077335636163	57	-1
58	0.0910630524452919	58	-1
59	0.0316725542836831	59	-1
60	0.0644458628842122	60	-1
61	0.0178692182760079	61	-1
62	0.0397487061670368	62	-1
63	-0.028260018704974	63	-1
64	-0.0795148353424009	64	-1
65	0.00485064863313178	65	-1
66	-0.0470815005940776	66	-1
67	-0.05758234443066	67	-1
68	-0.128095614179182	68	-1
69	-0.0444689844033081	69	-1
70	-0.0599469346570078	70	-1
71	-0.0464781653216216	71	-1
72	-0.0395303233655702	72	-1
73	-0.0481753239211461	73	-1
74	-0.128227290554999	74	-1
75	-0.102918278179677	75	-1
76	-0.0429219212810881	76	-1
77	-0.0788217932772323	77	-1
78	-0.127899366026746	78	-1
79	-0.0841624950176605	79	-1
80	-0.0982621660493482	80	-1
81	-0.00673235004533802	81	-1
82	-0.0694149902344776	82	-1
83	-0.139091627954455	83	-1
84	-0.135405375263192	84	-1
85	-0.0778177524834094	85	-1
86	-0.11062801830431	86	-1
87	-0.18955087975507	87	-1
88	-0.20431712587865	88	-1
89	-0.213547642141796	89	-1
90	-0.143409065227237	90	-1
91	-0.12807834204733	91	-1
92	-0.0809985239172997	92	-1
93	-0.157604966584786	93	-1
94	-0.0878211307652252	94	-1
95	-0.123774672308229	95	-1
96	-0.047881028479181	96	-1
97	-0.0405367095141449	97	-1
98	-0.112959612394841	98	-1
99	-0.0289394730054191	99	-1
100	0.0126784533897096	100	-1
101	-0.0664063489036652	101	-1
102	0.0237410884132855	102	-1
103	-0.0439909891692718	103	-1
104	-0.00203150835443419	104	-1
105	0.0209839817882742	105	-1
106	-0.0712673540500685	106	-1
107	-0.0956082652306338	107	-1
108	-0.0970042174092513	108	-1
109	-0.0348875778417632	109	-1
110	-0.1103223522681	110	-1
111	-0.0571462107521524	111	-1
112	-0.122628341636366	112	-1
113	-0.0344623654033839	113	-1
114	-0.00806277143224309	114	-1
115	-0.0469368805270937	115	-1
116	-0.129625020753879	116	-1
117	-0.0475176052564382	117	-1
118	-0.0354451844276142	118	-1
119	-0.0748710944247649	119	-1
120	-0.15435398956265	120	-1
121	-0.0594769208117733	121	-1
122	-0.148568066715457	122	-1
123	-0.154766203550305	123	-1
124	-0.0975322363902433	124	-1
125	-0.157007256431628	125	-1
126	-0.103594712565291	126	-1
127	-0.101051759472576	127	-1
128	-0.085707862649415	128	-1
129	-0.121326845724018	129	-1
130	-0.0954869324964624	130	-1
131	-0.0801033265663251	131	-1
132	-0.0151799677835933	132	-1
133	-0.101952878868882	133	-1
134	-0.00913235966654712	134	-1
135	-0.102922677328597	135	-1
136	-0.0262318536763594	136	-1
137	-0.0222609880909222	137	-1
138	0.030437278302806	138	-1
139	0.000456429868309856	139	-1
140	-0.043205228657705	140	-1
141	-0.069974412185197	141	-1
142	0.00932242607994095	142	-1
143	-0.0848944704530071	143	-1
144	-0.0699619732905564	144	-1
145	0.0149979090599841	145	-1
146	-0.00584883087794455	146	-1
147	-0.0137104010087509	147	-1
148	-0.107767133187724	148	-1
149	-0.0342947627615312	149	-1
150	-0.103384593904246	150	-1
151	-0.0666781520185177	151	-1
152	-0.0829557516840029	152	-1
153	0.00706219226375994	153	-1
154	-0.0460329558290209	154	-1
155	0.021965278330784	155	-1
156	0.0369267499076541	156	-1
157	-0.0242611582716457	157	-1
158	-0.0598897055768822	158	-1
159	-0.0154148122076421	159	-1
160	0.0419819152985449	160	-1
161	0.0443759074733768	161	-1
162	0.0269234316102274	162	-1
163	0.100286023728474	163	-1
164	0.00436694235843062	164	-1
165	0.0709118875532371	165	-1
166	0.105660716629796	166	-1
167	0.0577951229145793	167	-1
168	0.050305865399014	168	-1
169	-0.00550910834429252	169	-1
170	0.0631165301942361	170	-1
171	0.00668105434425942	171	-1
172	-0.0163436603921667	172	-1
173	0.0399230250620604	173	-1
174	0.0656543206981508	174	-1
175	0.0724799387510046	175	-1
176	0.0687797340932564	176	-1
177	0.0597802097848348	177	-1
178	-0.0138948842472804	178	-1
179	-0.0707977616837497	179	-1
180	-0.0315809686915526	180	-1
181	0.053339926568479	181	-1
182	-0.0328209333453081	182	-1
183	-0.0283554256782986	183	-1
184	0.0569143368003068	184	-1
185	-0.00728207982651263	185	-1
186	0.0763516996197113	186	-1
187	-0.00276392486401905	187	-1
188	0.0792710819458219	188	-1
189	-0.0145753868930456	189	-1
190	0.0519742477297451	190	-1
191	0.000730930838831044	191	-1
192	-0.0798952367050412	192	-1
193	-0.0929723748219635	193	-1
194	-0.0501718692831238	194	-1
195	-0.0476970493635936	195	-1
196	-0.0606486712859043	196	-1
197	-0.0169285359705547	197	-1
198	0.0459817539235059	198	-1
199	0.0595116815189642	199	-1
200	0.0595116815189642	200	-1
