colour	x	y	fill
#193754	7	2.48	#193754
#193754	7	2.39	#193754
#193754	7	2.17	#193754
#193754	7	2.06	#193754
#193754	7	1.92	#193754
#193754	7	1.91	#193754
#193754	7	1.86	#193754
#193754	7	1.95	#193754
#193754	7	2.02	#193754
#193754	7	1.99	#193754
#193754	7	1.96	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	8	0	#193754
#193754	9	0.09	#193754
#193754	9	0.09	#193754
#193754	9	0.1	#193754
#193754	9	0.11	#193754
#193754	9	0.11	#193754
#193754	9	0.11	#193754
#193754	9	0.09	#193754
#193754	9	0.11	#193754
#193754	9	0.09	#193754
#193754	9	0.07	#193754
#193754	9	0.09	#193754
#193754	9	0.07	#193754
#193754	10	0.27	#193754
#193754	10	0.3	#193754
#193754	10	0.3	#193754
#193754	10	0.29	#193754
#193754	10	0.28	#193754
#193754	10	0.28	#193754
#193754	10	0.29	#193754
#193754	10	0.26	#193754
#193754	10	0.27	#193754
#193754	10	0.3	#193754
#193754	10	0.32	#193754
#193754	10	0.34	#193754
#193754	11	29.72	#193754
#193754	11	29.75	#193754
#193754	11	30.04	#193754
#193754	11	30.06	#193754
#193754	11	30.13	#193754
#193754	11	30.33	#193754
#193754	11	30.35	#193754
#193754	11	30.18	#193754
#193754	11	29.97	#193754
#193754	11	29.81	#193754
#193754	11	29.89	#193754
#193754	11	29.99	#193754
#193754	12	8.1	#193754
#193754	12	7.96	#193754
#193754	12	8.02	#193754
#193754	12	8.08	#193754
#193754	12	8.26	#193754
#193754	12	8.38	#193754
#193754	12	8.41	#193754
#193754	12	8.37	#193754
#193754	12	8.35	#193754
#193754	12	8.39	#193754
#193754	12	8.45	#193754
#193754	12	8.35	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	13	0	#193754
#193754	14	0	#193754
#193754	14	0.01	#193754
#193754	14	0.02	#193754
#193754	14	0.05	#193754
#193754	14	0.06	#193754
#193754	14	0.08	#193754
#193754	14	0.08	#193754
#193754	14	0.08	#193754
#193754	14	0.07	#193754
#193754	14	0.04	#193754
#193754	14	0.04	#193754
#193754	14	0.01	#193754
#193754	15	0.35	#193754
#193754	15	0.37	#193754
#193754	15	0.34	#193754
#193754	15	0.35	#193754
#193754	15	0.35	#193754
#193754	15	0.36	#193754
#193754	15	0.4	#193754
#193754	15	0.39	#193754
#193754	15	0.44	#193754
#193754	15	0.45	#193754
#193754	15	0.44	#193754
#193754	15	0.47	#193754
#193754	16	2.32	#193754
#193754	16	2.41	#193754
#193754	16	2.54	#193754
#193754	16	2.46	#193754
#193754	16	2.28	#193754
#193754	16	2.23	#193754
#193754	16	2.31	#193754
#193754	16	2.27	#193754
#193754	16	2.13	#193754
#193754	16	2.19	#193754
#193754	16	2.25	#193754
#193754	16	2.29	#193754
#193754	17	0.11	#193754
#193754	17	0.13	#193754
#193754	17	0.11	#193754
#193754	17	0.1	#193754
#193754	17	0.1	#193754
#193754	17	0.11	#193754
#193754	17	0.13	#193754
#193754	17	0.11	#193754
#193754	17	0.13	#193754
#193754	17	0.14	#193754
#193754	17	0.14	#193754
#193754	17	0.14	#193754
#193754	18	6.33	#193754
#193754	18	6.11	#193754
#193754	18	5.9	#193754
#193754	18	5.76	#193754
#193754	18	5.52	#193754
#193754	18	5.35	#193754
#193754	18	5.4	#193754
#193754	18	5.44	#193754
#193754	18	5.5	#193754
#193754	18	5.47	#193754
#193754	18	5.4	#193754
#193754	18	5.39	#193754
#193754	19	19.67	#193754
#193754	19	19.49	#193754
#193754	19	19.5	#193754
#193754	19	19.91	#193754
#193754	19	20.28	#193754
#193754	19	20.57	#193754
#193754	19	20.45	#193754
#193754	19	20.54	#193754
#193754	19	20.45	#193754
#193754	19	20.19	#193754
#193754	19	20.05	#193754
#193754	19	19.9	#193754
#193754	20	0.08	#193754
#193754	20	0.06	#193754
#193754	20	0.06	#193754
#193754	20	0.08	#193754
#193754	20	0.09	#193754
#193754	20	0.1	#193754
#193754	20	0.1	#193754
#193754	20	0.11	#193754
#193754	20	0.13	#193754
#193754	20	0.1	#193754
#193754	20	0.1	#193754
#193754	20	0.11	#193754
#193754	21	3.96	#193754
#193754	21	3.95	#193754
#193754	21	3.93	#193754
#193754	21	3.8	#193754
#193754	21	3.7	#193754
#193754	21	3.65	#193754
#193754	21	3.57	#193754
#193754	21	3.64	#193754
#193754	21	3.79	#193754
#193754	21	3.91	#193754
#193754	21	3.95	#193754
#193754	21	3.97	#193754
#193754	22	0.51	#193754
#193754	22	0.56	#193754
#193754	22	0.53	#193754
#193754	22	0.52	#193754
#193754	22	0.52	#193754
#193754	22	0.52	#193754
#193754	22	0.56	#193754
#193754	22	0.51	#193754
#193754	22	0.53	#193754
#193754	22	0.54	#193754
#193754	22	0.53	#193754
#193754	22	0.57	#193754
#193754	23	1.37	#193754
#193754	23	1.58	#193754
#193754	23	1.68	#193754
#193754	23	1.78	#193754
#193754	23	1.9	#193754
#193754	23	1.9	#193754
#193754	23	1.92	#193754
#193754	23	2.07	#193754
#193754	23	2.2	#193754
#193754	23	2.27	#193754
#193754	23	2.29	#193754
#193754	23	2.37	#193754
#193754	24	0.15	#193754
#193754	24	0.14	#193754
#193754	24	0.09	#193754
#193754	24	0.09	#193754
#193754	24	0.07	#193754
#193754	24	0.07	#193754
#193754	24	0.08	#193754
#193754	24	0.08	#193754
#193754	24	0.09	#193754
#193754	24	0.09	#193754
#193754	24	0.09	#193754
#193754	24	0.09	#193754
#193754	25	0.11	#193754
#193754	25	0.13	#193754
#193754	25	0.13	#193754
#193754	25	0.16	#193754
#193754	25	0.15	#193754
#193754	25	0.13	#193754
#193754	25	0.12	#193754
#193754	25	0.13	#193754
#193754	25	0.16	#193754
#193754	25	0.15	#193754
#193754	25	0.16	#193754
#193754	25	0.13	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	26	0	#193754
#193754	27	0.1	#193754
#193754	27	0.08	#193754
#193754	27	0.06	#193754
#193754	27	0.06	#193754
#193754	27	0.06	#193754
#193754	27	0.06	#193754
#193754	27	0	#193754
#193754	27	0	#193754
#193754	27	0	#193754
#193754	27	0	#193754
#193754	27	0	#193754
#193754	27	0	#193754
#193754	28	1.6	#193754
#193754	28	1.67	#193754
#193754	28	1.64	#193754
#193754	28	1.53	#193754
#193754	28	1.51	#193754
#193754	28	1.48	#193754
#193754	28	1.48	#193754
#193754	28	1.5	#193754
#193754	28	1.58	#193754
#193754	28	1.69	#193754
#193754	28	1.75	#193754
#193754	28	1.7	#193754
#193754	29	6.88	#193754
#193754	29	6.73	#193754
#193754	29	6.65	#193754
#193754	29	6.5	#193754
#193754	29	6.45	#193754
#193754	29	6.29	#193754
#193754	29	6.23	#193754
#193754	29	6.19	#193754
#193754	29	6.04	#193754
#193754	29	6.01	#193754
#193754	29	5.9	#193754
#193754	29	5.84	#193754
