colour	x	y	fill
#3C7CB0	9	0.4	#3C7CB0
#3C7CB0	9	0.43	#3C7CB0
#3C7CB0	9	0.43	#3C7CB0
#3C7CB0	9	0.44	#3C7CB0
#3C7CB0	9	0.44	#3C7CB0
#3C7CB0	9	0.42	#3C7CB0
#3C7CB0	10	0.3	#3C7CB0
#3C7CB0	10	0.32	#3C7CB0
#3C7CB0	10	0.34	#3C7CB0
#3C7CB0	10	0.34	#3C7CB0
#3C7CB0	10	0.33	#3C7CB0
#3C7CB0	10	0.34	#3C7CB0
#3C7CB0	10	0.33	#3C7CB0
#3C7CB0	10	0.32	#3C7CB0
#3C7CB0	10	0.34	#3C7CB0
#3C7CB0	10	0.34	#3C7CB0
#3C7CB0	10	0.34	#3C7CB0
#3C7CB0	10	0.32	#3C7CB0
#3C7CB0	11	25.07	#3C7CB0
#3C7CB0	11	24.87	#3C7CB0
#3C7CB0	11	24.54	#3C7CB0
#3C7CB0	11	24.33	#3C7CB0
#3C7CB0	11	24.25	#3C7CB0
#3C7CB0	11	23.97	#3C7CB0
#3C7CB0	11	23.64	#3C7CB0
#3C7CB0	11	23.66	#3C7CB0
#3C7CB0	11	23.55	#3C7CB0
#3C7CB0	11	23.38	#3C7CB0
#3C7CB0	11	23.06	#3C7CB0
#3C7CB0	11	23.09	#3C7CB0
#3C7CB0	12	7.6	#3C7CB0
#3C7CB0	12	7.6	#3C7CB0
#3C7CB0	12	7.71	#3C7CB0
#3C7CB0	12	7.69	#3C7CB0
#3C7CB0	12	7.69	#3C7CB0
#3C7CB0	12	7.72	#3C7CB0
#3C7CB0	12	7.65	#3C7CB0
#3C7CB0	12	7.61	#3C7CB0
#3C7CB0	12	7.61	#3C7CB0
#3C7CB0	12	7.63	#3C7CB0
#3C7CB0	12	7.82	#3C7CB0
#3C7CB0	12	7.93	#3C7CB0
#3C7CB0	13	0.21	#3C7CB0
#3C7CB0	13	0.2	#3C7CB0
#3C7CB0	13	0.19	#3C7CB0
#3C7CB0	13	0.21	#3C7CB0
#3C7CB0	13	0.17	#3C7CB0
#3C7CB0	13	0.17	#3C7CB0
#3C7CB0	13	0.15	#3C7CB0
#3C7CB0	13	0.16	#3C7CB0
#3C7CB0	13	0.19	#3C7CB0
#3C7CB0	13	0.18	#3C7CB0
#3C7CB0	13	0.22	#3C7CB0
#3C7CB0	13	0.22	#3C7CB0
#3C7CB0	14	0	#3C7CB0
#3C7CB0	14	0	#3C7CB0
#3C7CB0	14	0.03	#3C7CB0
#3C7CB0	14	0.03	#3C7CB0
#3C7CB0	14	0.03	#3C7CB0
#3C7CB0	14	0.04	#3C7CB0
#3C7CB0	14	0.07	#3C7CB0
#3C7CB0	14	0.08	#3C7CB0
#3C7CB0	14	0.06	#3C7CB0
#3C7CB0	14	0.06	#3C7CB0
#3C7CB0	14	0.08	#3C7CB0
#3C7CB0	14	0.08	#3C7CB0
#3C7CB0	15	0.49	#3C7CB0
#3C7CB0	15	0.51	#3C7CB0
#3C7CB0	15	0.54	#3C7CB0
#3C7CB0	15	0.52	#3C7CB0
#3C7CB0	15	0.53	#3C7CB0
#3C7CB0	15	0.58	#3C7CB0
#3C7CB0	15	0.58	#3C7CB0
#3C7CB0	15	0.59	#3C7CB0
#3C7CB0	15	0.56	#3C7CB0
#3C7CB0	15	0.59	#3C7CB0
#3C7CB0	15	0.57	#3C7CB0
#3C7CB0	15	0.5	#3C7CB0
#3C7CB0	16	2.87	#3C7CB0
#3C7CB0	16	2.94	#3C7CB0
#3C7CB0	16	2.97	#3C7CB0
#3C7CB0	16	3.06	#3C7CB0
#3C7CB0	16	3.04	#3C7CB0
#3C7CB0	16	2.93	#3C7CB0
#3C7CB0	16	2.88	#3C7CB0
#3C7CB0	16	2.79	#3C7CB0
#3C7CB0	16	2.72	#3C7CB0
#3C7CB0	16	2.67	#3C7CB0
#3C7CB0	16	2.67	#3C7CB0
#3C7CB0	16	2.69	#3C7CB0
#3C7CB0	17	5.54	#3C7CB0
#3C7CB0	17	5.56	#3C7CB0
#3C7CB0	17	5.52	#3C7CB0
#3C7CB0	17	5.49	#3C7CB0
#3C7CB0	17	5.46	#3C7CB0
#3C7CB0	17	5.49	#3C7CB0
#3C7CB0	17	5.38	#3C7CB0
#3C7CB0	17	5.3	#3C7CB0
#3C7CB0	17	5.26	#3C7CB0
#3C7CB0	17	5.25	#3C7CB0
#3C7CB0	17	5.24	#3C7CB0
#3C7CB0	17	5.1	#3C7CB0
#3C7CB0	18	1.2	#3C7CB0
#3C7CB0	18	1.17	#3C7CB0
#3C7CB0	18	1.14	#3C7CB0
#3C7CB0	18	1.11	#3C7CB0
#3C7CB0	18	1.06	#3C7CB0
#3C7CB0	18	1.06	#3C7CB0
#3C7CB0	18	1.05	#3C7CB0
#3C7CB0	18	1	#3C7CB0
#3C7CB0	18	1.03	#3C7CB0
#3C7CB0	18	1.07	#3C7CB0
#3C7CB0	18	1.05	#3C7CB0
#3C7CB0	18	0.98	#3C7CB0
#3C7CB0	19	11.07	#3C7CB0
#3C7CB0	19	11.02	#3C7CB0
#3C7CB0	19	11.03	#3C7CB0
#3C7CB0	19	11.02	#3C7CB0
#3C7CB0	19	11.09	#3C7CB0
#3C7CB0	19	11.01	#3C7CB0
#3C7CB0	19	10.87	#3C7CB0
#3C7CB0	19	10.74	#3C7CB0
#3C7CB0	19	10.62	#3C7CB0
#3C7CB0	19	10.41	#3C7CB0
#3C7CB0	19	10.22	#3C7CB0
#3C7CB0	19	10.12	#3C7CB0
#3C7CB0	20	0.74	#3C7CB0
#3C7CB0	20	0.66	#3C7CB0
#3C7CB0	20	0.66	#3C7CB0
#3C7CB0	20	0.65	#3C7CB0
#3C7CB0	20	0.63	#3C7CB0
#3C7CB0	20	0.64	#3C7CB0
#3C7CB0	20	0.67	#3C7CB0
#3C7CB0	20	0.7	#3C7CB0
#3C7CB0	20	0.72	#3C7CB0
#3C7CB0	20	0.75	#3C7CB0
#3C7CB0	20	0.77	#3C7CB0
#3C7CB0	20	0.75	#3C7CB0
#3C7CB0	21	11.9	#3C7CB0
#3C7CB0	21	12.25	#3C7CB0
#3C7CB0	21	12.53	#3C7CB0
#3C7CB0	21	12.7	#3C7CB0
#3C7CB0	21	12.83	#3C7CB0
#3C7CB0	21	13.17	#3C7CB0
#3C7CB0	21	13.5	#3C7CB0
#3C7CB0	21	13.67	#3C7CB0
#3C7CB0	21	13.82	#3C7CB0
#3C7CB0	21	14.07	#3C7CB0
#3C7CB0	21	14.5	#3C7CB0
#3C7CB0	21	14.85	#3C7CB0
#3C7CB0	22	3.04	#3C7CB0
#3C7CB0	22	3.06	#3C7CB0
#3C7CB0	22	3.15	#3C7CB0
#3C7CB0	22	3.23	#3C7CB0
#3C7CB0	22	3.27	#3C7CB0
#3C7CB0	22	3.3	#3C7CB0
#3C7CB0	22	3.4	#3C7CB0
#3C7CB0	22	3.42	#3C7CB0
#3C7CB0	22	3.4	#3C7CB0
#3C7CB0	22	3.45	#3C7CB0
#3C7CB0	22	3.48	#3C7CB0
#3C7CB0	22	3.52	#3C7CB0
#3C7CB0	23	2.5	#3C7CB0
#3C7CB0	23	2.46	#3C7CB0
#3C7CB0	23	2.42	#3C7CB0
#3C7CB0	23	2.38	#3C7CB0
#3C7CB0	23	2.37	#3C7CB0
#3C7CB0	23	2.3	#3C7CB0
#3C7CB0	23	2.32	#3C7CB0
#3C7CB0	23	2.32	#3C7CB0
#3C7CB0	23	2.29	#3C7CB0
#3C7CB0	23	2.28	#3C7CB0
#3C7CB0	23	2.22	#3C7CB0
#3C7CB0	23	2.18	#3C7CB0
#3C7CB0	24	0.27	#3C7CB0
#3C7CB0	24	0.25	#3C7CB0
#3C7CB0	24	0.25	#3C7CB0
#3C7CB0	24	0.27	#3C7CB0
#3C7CB0	24	0.24	#3C7CB0
#3C7CB0	24	0.28	#3C7CB0
#3C7CB0	24	0.29	#3C7CB0
#3C7CB0	24	0.3	#3C7CB0
#3C7CB0	24	0.32	#3C7CB0
#3C7CB0	24	0.31	#3C7CB0
#3C7CB0	24	0.32	#3C7CB0
#3C7CB0	24	0.29	#3C7CB0
#3C7CB0	25	1	#3C7CB0
#3C7CB0	25	0.96	#3C7CB0
#3C7CB0	25	0.96	#3C7CB0
#3C7CB0	25	0.99	#3C7CB0
#3C7CB0	25	0.97	#3C7CB0
#3C7CB0	25	1.01	#3C7CB0
#3C7CB0	25	1.06	#3C7CB0
#3C7CB0	25	1.1	#3C7CB0
#3C7CB0	25	1.11	#3C7CB0
#3C7CB0	25	1.14	#3C7CB0
#3C7CB0	25	1.17	#3C7CB0
#3C7CB0	25	1.1	#3C7CB0
#3C7CB0	26	3.1	#3C7CB0
#3C7CB0	26	3.23	#3C7CB0
#3C7CB0	26	3.27	#3C7CB0
#3C7CB0	26	3.31	#3C7CB0
#3C7CB0	26	3.42	#3C7CB0
#3C7CB0	26	3.41	#3C7CB0
#3C7CB0	26	3.48	#3C7CB0
#3C7CB0	26	3.46	#3C7CB0
#3C7CB0	26	3.53	#3C7CB0
#3C7CB0	26	3.51	#3C7CB0
#3C7CB0	26	3.4	#3C7CB0
#3C7CB0	26	3.51	#3C7CB0
#3C7CB0	27	0.32	#3C7CB0
#3C7CB0	27	0.34	#3C7CB0
#3C7CB0	27	0.38	#3C7CB0
#3C7CB0	27	0.45	#3C7CB0
#3C7CB0	27	0.5	#3C7CB0
#3C7CB0	27	0.61	#3C7CB0
#3C7CB0	27	0.7	#3C7CB0
#3C7CB0	27	0.78	#3C7CB0
#3C7CB0	27	0.84	#3C7CB0
#3C7CB0	27	0.94	#3C7CB0
#3C7CB0	27	0.99	#3C7CB0
#3C7CB0	27	0.96	#3C7CB0
#3C7CB0	28	1.59	#3C7CB0
#3C7CB0	28	1.54	#3C7CB0
#3C7CB0	28	1.52	#3C7CB0
#3C7CB0	28	1.51	#3C7CB0
#3C7CB0	28	1.46	#3C7CB0
#3C7CB0	28	1.41	#3C7CB0
#3C7CB0	28	1.41	#3C7CB0
#3C7CB0	28	1.41	#3C7CB0
#3C7CB0	28	1.41	#3C7CB0
#3C7CB0	28	1.43	#3C7CB0
#3C7CB0	28	1.44	#3C7CB0
#3C7CB0	28	1.42	#3C7CB0
#3C7CB0	29	1.93	#3C7CB0
#3C7CB0	29	1.9	#3C7CB0
#3C7CB0	29	1.9	#3C7CB0
#3C7CB0	29	1.86	#3C7CB0
#3C7CB0	29	1.79	#3C7CB0
#3C7CB0	29	1.71	#3C7CB0
#3C7CB0	29	1.69	#3C7CB0
#3C7CB0	29	1.66	#3C7CB0
#3C7CB0	29	1.6	#3C7CB0
#3C7CB0	29	1.6	#3C7CB0
#3C7CB0	29	1.59	#3C7CB0
#3C7CB0	29	1.59	#3C7CB0
