x	y	group
0.0032657973933965	0.00325513196078178	-1
0.0131965867091902	0.013022436808417	-1
0.0231273760249838	0.0225925005031828	-1
0.0330581653407775	0.0319653230450793	-1
0.0429889546565711	0.0411409044341064	-1
0.0529197439723648	0.0501192446702642	-1
0.0628505332881585	0.0589003437535526	-1
0.0727813226039521	0.0674842016839716	-1
0.0827121119197458	0.0758708184615213	-1
0.0926429012355395	0.0840601940862016	-1
0.102573690551333	0.0920523285580125	-1
0.112504479867127	0.0998472218769541	-1
0.12243526918292	0.107444874043026	-1
0.132366058498714	0.114845285056229	-1
0.142296847814508	0.122048454916563	-1
0.152227637130301	0.129054383624027	-1
0.162158426446095	0.135863071178621	-1
0.172089215761889	0.142474517580347	-1
0.182020005077682	0.148888722829203	-1
0.191950794393476	0.15510568692519	-1
0.20188158370927	0.161125409868307	-1
0.211812373025063	0.166947891658555	-1
0.221743162340857	0.172573132295933	-1
0.231673951656651	0.178001131780443	-1
0.241604740972444	0.183231890112082	-1
0.251535530288238	0.188265407290853	-1
0.261466319604032	0.193101683316754	-1
0.271397108919825	0.197740718189786	-1
0.281327898235619	0.202182511909948	-1
0.291258687551413	0.206427064477241	-1
0.301189476867206	0.210474375891665	-1
0.311120266183	0.214324446153219	-1
0.321051055498794	0.217977275261904	-1
0.330981844814587	0.22143286321772	-1
0.340912634130381	0.224691210020666	-1
0.350843423446175	0.227752315670743	-1
0.360774212761968	0.23061618016795	-1
0.370705002077762	0.233282803512288	-1
0.380635791393556	0.235752185703757	-1
0.390566580709349	0.238024326742357	-1
0.400497370025143	0.240099226628087	-1
0.410428159340937	0.241976885360947	-1
0.42035894865673	0.243657302940939	-1
0.430289737972524	0.245140479368061	-1
0.440220527288318	0.246426414642313	-1
0.450151316604111	0.247515108763696	-1
0.460082105919905	0.24840656173221	-1
0.470012895235699	0.249100773547855	-1
0.479943684551492	0.24959774421063	-1
0.489874473867286	0.249897473720536	-1
0.49980526318308	0.249999962077572	-1
0.509736052498873	0.249905209281739	-1
0.519666841814667	0.249613215333037	-1
0.529597631130461	0.249123980231465	-1
0.539528420446254	0.248437503977024	-1
0.549459209762048	0.247553786569714	-1
0.559389999077842	0.246472828009534	-1
0.569320788393635	0.245194628296485	-1
0.579251577709429	0.243719187430566	-1
0.589182367025223	0.242046505411778	-1
0.599113156341016	0.240176582240121	-1
0.60904394565681	0.238109417915595	-1
0.618974734972604	0.235845012438199	-1
0.628905524288397	0.233383365807933	-1
0.638836313604191	0.230724478024799	-1
0.648767102919985	0.227868349088795	-1
0.658697892235778	0.224814978999921	-1
0.668628681551572	0.221564367758179	-1
0.678559470867366	0.218116515363566	-1
0.688490260183159	0.214471421816085	-1
0.698421049498953	0.210629087115734	-1
0.708351838814747	0.206589511262514	-1
0.71828262813054	0.202352694256424	-1
0.728213417446334	0.197918636097465	-1
0.738144206762128	0.193287336785637	-1
0.748074996077921	0.188458796320939	-1
0.758005785393715	0.183433014703372	-1
0.767936574709509	0.178209991932936	-1
0.777867364025302	0.17278972800963	-1
0.787798153341096	0.167172222933455	-1
0.79772894265689	0.161357476704411	-1
0.807659731972683	0.155345489322497	-1
0.817590521288477	0.149136260787713	-1
0.82752131060427	0.142729791100061	-1
0.837452099920064	0.136126080259539	-1
0.847382889235858	0.129325128266148	-1
0.857313678551652	0.122326935119887	-1
0.867244467867445	0.115131500820757	-1
0.877175257183239	0.107738825368758	-1
0.887106046499033	0.100148908763889	-1
0.897036835814826	0.0923617510061507	-1
0.90696762513062	0.0843773520955433	-1
0.916898414446413	0.0761957120320664	-1
0.926829203762207	0.0678168308157203	-1
0.936759993078001	0.0592407084465046	-1
0.946690782393794	0.0504673449244197	-1
0.956621571709588	0.0414967402494655	-1
0.966552361025382	0.0323288944216418	-1
0.976483150341175	0.0229638074409488	-1
0.986413939656969	0.0134014793073864	-1
0.996344728972763	0.0036419100209546	-1
