x	y	key	group
104	-0.0808784564295021	104	-1
105	-0.120222549455816	105	-1
106	-0.0681553438822671	106	-1
107	-0.156291034281835	107	-1
108	-0.0669359627053496	108	-1
109	-0.0380811594480945	109	-1
110	-0.123859013878587	110	-1
111	-0.104562390097328	111	-1
112	-0.0471368693727645	112	-1
113	-0.112224810538267	113	-1
114	-0.0267114083856842	114	-1
115	-0.0252906576242413	115	-1
116	-0.110997732231001	116	-1
117	-0.103990871844401	117	-1
118	-0.0845506547343205	118	-1
119	-0.000627073457688795	119	-1
120	-0.015131108053691	120	-1
121	-0.0440414883055589	121	-1
122	0.014928307913282	122	-1
123	-0.0622495944539721	123	-1
124	0.0236298543325758	124	-1
125	0.0309139592831135	125	-1
126	0.0272246767105643	126	-1
127	0.0221591650960811	127	-1
128	-0.0367840772698683	128	-1
129	-0.0633211217972515	129	-1
130	-0.0593376633484291	130	-1
131	0.00797871156008814	131	-1
132	-0.0172909419017397	132	-1
133	-0.102010659512644	133	-1
134	-0.0908421507957068	134	-1
135	-0.00151237017494292	135	-1
136	0.0049797966748149	136	-1
137	-0.0683399234608836	137	-1
138	0.00848252555344793	138	-1
139	-0.00498614766895454	139	-1
140	0.00598782878427256	140	-1
141	0.00196703059233278	141	-1
142	-0.0721113561232044	142	-1
143	-0.000994682687875767	143	-1
144	-0.0764856585413523	144	-1
145	0.00487483947486166	145	-1
146	-0.0857050236888298	146	-1
147	0.0027544789053458	147	-1
148	-0.00274453315241956	148	-1
149	-0.0867487336005829	149	-1
150	-0.0608195853453722	150	-1
151	-0.0862080086191434	151	-1
152	-0.0324560151021861	152	-1
153	-0.0972171464735227	153	-1
154	-0.161768636499529	154	-1
155	-0.126585297573413	155	-1
156	-0.119514600032189	156	-1
157	-0.0730283315341648	157	-1
158	-0.146704453923863	158	-1
159	-0.0507215994762141	159	-1
160	-0.0433377781994479	160	-1
161	-0.112394365444356	161	-1
162	-0.0464376943325926	162	-1
163	-0.0672229821851665	163	-1
164	-0.0901548692948105	164	-1
165	-0.179425240250297	165	-1
166	-0.0849447574826371	166	-1
167	-0.0708700766857387	167	-1
168	-0.067648614026491	168	-1
169	-0.11417511905124	169	-1
170	-0.112469958445919	170	-1
171	-0.0340766864874965	171	-1
172	-0.107266453457127	172	-1
173	-0.103669718430053	173	-1
174	-0.0390200776716636	174	-1
175	0.0310386704332886	175	-1
176	-0.051871418835744	176	-1
177	-0.073252040681357	177	-1
178	0.00513464394093378	178	-1
179	0.0587769801128112	179	-1
180	-0.0108813267127452	180	-1
181	0.0377844748476508	181	-1
182	-0.0544112616034507	182	-1
183	-0.0194132585535511	183	-1
184	0.0619169840589767	184	-1
185	-0.0302636968182304	185	-1
186	-0.0351949548840408	186	-1
187	0.048714105745985	187	-1
188	0.0794339310817935	188	-1
189	0.0684255909012971	189	-1
190	0.0622836843031132	190	-1
191	0.0266043332779812	191	-1
192	0.0744779756765555	192	-1
193	-0.0205609118266647	193	-1
194	0.0539488726908539	194	-1
195	-0.028867830358538	195	-1
196	0.0608917980061743	196	-1
197	-0.0236361605622425	197	-1
198	-0.0250268186251229	198	-1
199	0.0005112011106422	199	-1
200	0.0005112011106422	200	-1
