x	y	group
-0.992918267380446	0.985886685697787	-1
-0.972933819221891	0.946600216585696	-1
-0.952949371063337	0.908112503810009	-1
-0.932964922904782	0.870423547370726	-1
-0.912980474746227	0.833533347267846	-1
-0.892996026587673	0.797441903501371	-1
-0.873011578429118	0.7621492160713	-1
-0.853027130270563	0.727655284977632	-1
-0.833042682112008	0.693960110220368	-1
-0.813058233953454	0.661063691799509	-1
-0.793073785794899	0.628966029715053	-1
-0.773089337636344	0.597667123967001	-1
-0.75310488947779	0.567166974555353	-1
-0.733120441319235	0.53746558148011	-1
-0.71313599316068	0.508562944741269	-1
-0.693151545002125	0.480459064338833	-1
-0.67316709684357	0.453153940272801	-1
-0.653182648685016	0.426647572543173	-1
-0.633198200526461	0.400939961149948	-1
-0.613213752367906	0.376031106093128	-1
-0.593229304209352	0.351921007372711	-1
-0.573244856050797	0.328609664988699	-1
-0.553260407892242	0.30609707894109	-1
-0.533275959733687	0.284383249229885	-1
-0.513291511575133	0.263468175855085	-1
-0.493307063416578	0.243351858816688	-1
-0.473322615258023	0.224034298114695	-1
-0.453338167099468	0.205515493749106	-1
-0.433353718940914	0.18779544571992	-1
-0.413369270782359	0.170874154027139	-1
-0.393384822623804	0.154751618670762	-1
-0.373400374465249	0.139427839650789	-1
-0.353415926306695	0.124902816967219	-1
-0.33343147814814	0.111176550620054	-1
-0.313447029989585	0.098249040609292	-1
-0.29346258183103	0.0861202869349343	-1
-0.273478133672476	0.0747902895969805	-1
-0.253493685513921	0.0642590485954307	-1
-0.233509237355366	0.0545265639302848	-1
-0.213524789196812	0.0455928356015428	-1
-0.193540341038257	0.0374578636092047	-1
-0.173555892879702	0.0301216479532706	-1
-0.153571444721147	0.0235841886337404	-1
-0.133586996562593	0.0178454856506141	-1
-0.113602548404038	0.0129055390038918	-1
-0.0936181002454832	0.00876434869357335	-1
-0.0736336520869284	0.00542191471965882	-1
-0.0536492039283737	0.00287823708214823	-1
-0.033664755769819	0.00113331578104156	-1
-0.0136803076112643	0.000187150816338815	-1
0.00630414054729045	3.97421880399915e-05	-1
0.0262885887058453	0.000691089896145096	-1
0.0462730368644	0.00214119394065412	-1
0.0662574850229547	0.00439005432156707	-1
0.0862419331815094	0.00743767103888393	-1
0.106226381340064	0.0112840440926047	-1
0.126210829498619	0.0159291734827294	-1
0.146195277657174	0.0213730592092581	-1
0.166179725815728	0.0276157012721906	-1
0.186164173974283	0.0346570996715272	-1
0.206148622132838	0.0424972544072676	-1
0.226133070291393	0.0511361654794119	-1
0.246117518449947	0.0605738328879602	-1
0.266101966608502	0.0708102566329123	-1
0.286086414767057	0.0818454367142684	-1
0.306070862925612	0.0936793731320284	-1
0.326055311084166	0.106312065886192	-1
0.346039759242721	0.11974351497676	-1
0.366024207401276	0.133973720403732	-1
0.38600865555983	0.149002682167108	-1
0.405993103718385	0.164830400266888	-1
0.42597755187694	0.181456874703071	-1
0.445962000035495	0.198882105475659	-1
0.465946448194049	0.21710609258465	-1
0.485930896352604	0.236128836030045	-1
0.505915344511159	0.255950335811845	-1
0.525899792669714	0.276570591930048	-1
0.545884240828268	0.297989604384655	-1
0.565868688986823	0.320207373175666	-1
0.585853137145378	0.343223898303081	-1
0.605837585303933	0.3670391797669	-1
0.625822033462487	0.391653217567123	-1
0.645806481621042	0.417066011703749	-1
0.665790929779597	0.44327756217678	-1
0.685775377938152	0.470287868986215	-1
0.705759826096706	0.498096932132053	-1
0.725744274255261	0.526704751614295	-1
0.745728722413816	0.556111327432942	-1
0.76571317057237	0.586316659587992	-1
0.785697618730925	0.617320748079446	-1
0.80568206688948	0.649123592907304	-1
0.825666515048035	0.681725194071567	-1
0.845650963206589	0.715125551572232	-1
0.865635411365144	0.749324665409302	-1
0.885619859523699	0.784322535582776	-1
0.905604307682253	0.820119162092654	-1
0.925588755840808	0.856714544938935	-1
0.945573203999363	0.894108684121621	-1
0.965557652157918	0.93230157964071	-1
0.985542100316472	0.971293231496204	-1
1.00552654847503	1.0110836396881	-1
