x	y	group
0.0114632905460894	0.0113318835159454	-1
0.0212357764911838	0.0207848182880003	-1
0.0310082624362782	0.0300467500969611	-1
0.0407807483813725	0.0391176789428277	-1
0.0505532343264669	0.0479976048256003	-1
0.0603257202715613	0.0566865277452786	-1
0.0700982062166557	0.0651844477018629	-1
0.0798706921617501	0.073491364695353	-1
0.0896431781068444	0.081607278725749	-1
0.0994156640519388	0.0895321897930509	-1
0.109188149997033	0.0972660978972586	-1
0.118960635942128	0.104809003038372	-1
0.128733121887222	0.112160905216392	-1
0.138505607832316	0.119321804431317	-1
0.148278093777411	0.126291700683148	-1
0.158050579722505	0.133070593971885	-1
0.167823065667599	0.139658484297528	-1
0.177595551612694	0.146055371660077	-1
0.187368037557788	0.152261256059531	-1
0.197140523502883	0.158276137495892	-1
0.206913009447977	0.164100015969158	-1
0.216685495393071	0.169732891479331	-1
0.226457981338166	0.175174764026409	-1
0.23623046728326	0.180425633610393	-1
0.246002953228355	0.185485500231283	-1
0.255775439173449	0.190354363889078	-1
0.265547925118543	0.19503222458378	-1
0.275320411063638	0.199519082315387	-1
0.285092897008732	0.203814937083901	-1
0.294865382953826	0.20791978888932	-1
0.304637868898921	0.211833637731645	-1
0.314410354844015	0.215556483610876	-1
0.324182840789109	0.219088326527012	-1
0.333955326734204	0.222429166480055	-1
0.343727812679298	0.225579003470004	-1
0.353500298624393	0.228537837496858	-1
0.363272784569487	0.231305668560618	-1
0.373045270514581	0.233882496661284	-1
0.382817756459676	0.236268321798856	-1
0.39259024240477	0.238463143973334	-1
0.402362728349864	0.240466963184718	-1
0.412135214294959	0.242279779433007	-1
0.421907700240053	0.243901592718203	-1
0.431680186185148	0.245332403040304	-1
0.441452672130242	0.246572210399311	-1
0.451225158075336	0.247621014795224	-1
0.460997644020431	0.248478816228043	-1
0.470770129965525	0.249145614697768	-1
0.48054261591062	0.249621410204398	-1
0.490315101855714	0.249906202747935	-1
0.500087587800808	0.249999992328377	-1
0.509860073745903	0.249902778945725	-1
0.519632559690997	0.249614562599979	-1
0.529405045636091	0.249135343291139	-1
0.539177531581186	0.248465121019205	-1
0.54895001752628	0.247603895784177	-1
0.558722503471375	0.246551667586054	-1
0.568494989416469	0.245308436424838	-1
0.578267475361563	0.243874202300527	-1
0.588039961306658	0.242248965213122	-1
0.597812447251752	0.240432725162623	-1
0.607584933196846	0.23842548214903	-1
0.617357419141941	0.236227236172343	-1
0.627129905087035	0.233837987232561	-1
0.63690239103213	0.231257735329686	-1
0.646674876977224	0.228486480463716	-1
0.656447362922318	0.225524222634652	-1
0.666219848867413	0.222370961842495	-1
0.675992334812507	0.219026698087242	-1
0.685764820757601	0.215491431368896	-1
0.695537306702696	0.211765161687456	-1
0.70530979264779	0.207847889042921	-1
0.715082278592885	0.203739613435293	-1
0.724854764537979	0.19944033486457	-1
0.734627250483073	0.194950053330753	-1
0.744399736428168	0.190268768833842	-1
0.754172222373262	0.185396481373837	-1
0.763944708318357	0.180333190950738	-1
0.773717194263451	0.175078897564544	-1
0.783489680208545	0.169633601215257	-1
0.79326216615364	0.163997301902875	-1
0.803034652098734	0.158169999627399	-1
0.812807138043828	0.152151694388829	-1
0.822579623988923	0.145942386187165	-1
0.832352109934017	0.139542075022407	-1
0.842124595879112	0.132950760894555	-1
0.851897081824206	0.126168443803608	-1
0.8616695677693	0.119195123749568	-1
0.871442053714395	0.112030800732433	-1
0.881214539659489	0.104675474752204	-1
0.890987025604583	0.0971291458088809	-1
0.900759511549678	0.0893918139024638	-1
0.910531997494772	0.0814634790329525	-1
0.920304483439866	0.0733441412003471	-1
0.930076969384961	0.0650338004046475	-1
0.939849455330055	0.0565324566458537	-1
0.94962194127515	0.0478401099239659	-1
0.959394427220244	0.038956760238984	-1
0.969166913165338	0.0298824075909079	-1
0.978939399110433	0.0206170519797376	-1
0.988711885055527	0.0111606934054733	-1
