colour	x	y	showSelectedlegendcolour	fill
#F8766D	2021	0.37	Abap	#F8766D
#F8766D	2021	0.37	Abap	#F8766D
#F8766D	2021	0.4	Abap	#F8766D
#F8766D	2021	0.43	Abap	#F8766D
#F8766D	2021	0.49	Abap	#F8766D
#F8766D	2021	0.51	Abap	#F8766D
#F8766D	2021	0.55	Abap	#F8766D
#F8766D	2021	0.55	Abap	#F8766D
#F8766D	2021	0.57	Abap	#F8766D
#F8766D	2021	0.55	Abap	#F8766D
#F8766D	2021	0.5	Abap	#F8766D
#F8766D	2021	0.5	Abap	#F8766D
#EF7F48	2021	0.7	Ada	#EF7F48
#EF7F48	2021	0.76	Ada	#EF7F48
#EF7F48	2021	0.79	Ada	#EF7F48
#EF7F48	2021	0.84	Ada	#EF7F48
#EF7F48	2021	0.91	Ada	#EF7F48
#EF7F48	2021	0.89	Ada	#EF7F48
#EF7F48	2021	0.79	Ada	#EF7F48
#EF7F48	2021	0.82	Ada	#EF7F48
#EF7F48	2021	0.89	Ada	#EF7F48
#EF7F48	2021	0.86	Ada	#EF7F48
#EF7F48	2021	0.83	Ada	#EF7F48
#EF7F48	2021	0.79	Ada	#EF7F48
#D69100	2021	6.24	C.C..	#D69100
#D69100	2021	6.47	C.C..	#D69100
#D69100	2021	6.63	C.C..	#D69100
#D69100	2021	6.56	C.C..	#D69100
#D69100	2021	6.43	C.C..	#D69100
#D69100	2021	6.43	C.C..	#D69100
#D69100	2021	6.43	C.C..	#D69100
#D69100	2021	6.34	C.C..	#D69100
#D69100	2021	6.47	C.C..	#D69100
#D69100	2021	6.79	C.C..	#D69100
#D69100	2021	6.89	C.C..	#D69100
#D69100	2021	6.95	C.C..	#D69100
#E48800	2021	6.49	C.	#E48800
#E48800	2021	6.72	C.	#E48800
#E48800	2021	6.79	C.	#E48800
#E48800	2021	6.8	C.	#E48800
#E48800	2021	6.74	C.	#E48800
#E48800	2021	6.81	C.	#E48800
#E48800	2021	6.98	C.	#E48800
#E48800	2021	6.82	C.	#E48800
#E48800	2021	6.95	C.	#E48800
#E48800	2021	7.18	C.	#E48800
#E48800	2021	7.21	C.	#E48800
#E48800	2021	7.19	C.	#E48800
#C69900	2021	0.35	Cobol	#C69900
#C69900	2021	0.32	Cobol	#C69900
#C69900	2021	0.31	Cobol	#C69900
#C69900	2021	0.28	Cobol	#C69900
#C69900	2021	0.36	Cobol	#C69900
#C69900	2021	0.35	Cobol	#C69900
#C69900	2021	0.35	Cobol	#C69900
#C69900	2021	0.36	Cobol	#C69900
#C69900	2021	0.4	Cobol	#C69900
#C69900	2021	0.42	Cobol	#C69900
#C69900	2021	0.34	Cobol	#C69900
#C69900	2021	0.31	Cobol	#C69900
#B4A000	2021	0.56	Dart	#B4A000
#B4A000	2021	0.56	Dart	#B4A000
#B4A000	2021	0.58	Dart	#B4A000
#B4A000	2021	0.61	Dart	#B4A000
#B4A000	2021	0.6	Dart	#B4A000
#B4A000	2021	0.6	Dart	#B4A000
#B4A000	2021	0.6	Dart	#B4A000
#B4A000	2021	0.55	Dart	#B4A000
#B4A000	2021	0.56	Dart	#B4A000
#B4A000	2021	0.52	Dart	#B4A000
#B4A000	2021	0.49	Dart	#B4A000
#B4A000	2021	0.45	Dart	#B4A000
#9EA700	2021	0.24	Delphi.Pascal	#9EA700
#9EA700	2021	0.2	Delphi.Pascal	#9EA700
#9EA700	2021	0.23	Delphi.Pascal	#9EA700
#9EA700	2021	0.26	Delphi.Pascal	#9EA700
#9EA700	2021	0.3	Delphi.Pascal	#9EA700
#9EA700	2021	0.29	Delphi.Pascal	#9EA700
#9EA700	2021	0.26	Delphi.Pascal	#9EA700
#9EA700	2021	0.32	Delphi.Pascal	#9EA700
#9EA700	2021	0.29	Delphi.Pascal	#9EA700
#9EA700	2021	0.26	Delphi.Pascal	#9EA700
#9EA700	2021	0.21	Delphi.Pascal	#9EA700
#9EA700	2021	0.2	Delphi.Pascal	#9EA700
#83AD00	2021	1.31	Go	#83AD00
#83AD00	2021	1.25	Go	#83AD00
