colour	x	y	showSelectedlegendcolour	fill
#F8766D	2009	0.4	Abap	#F8766D
#F8766D	2009	0.38	Abap	#F8766D
#F8766D	2009	0.37	Abap	#F8766D
#F8766D	2009	0.35	Abap	#F8766D
#F8766D	2009	0.37	Abap	#F8766D
#F8766D	2009	0.37	Abap	#F8766D
#F8766D	2009	0.4	Abap	#F8766D
#F8766D	2009	0.43	Abap	#F8766D
#F8766D	2009	0.41	Abap	#F8766D
#F8766D	2009	0.43	Abap	#F8766D
#F8766D	2009	0.43	Abap	#F8766D
#F8766D	2009	0.44	Abap	#F8766D
#EF7F48	2009	0.25	Ada	#EF7F48
#EF7F48	2009	0.29	Ada	#EF7F48
#EF7F48	2009	0.28	Ada	#EF7F48
#EF7F48	2009	0.23	Ada	#EF7F48
#EF7F48	2009	0.22	Ada	#EF7F48
#EF7F48	2009	0.17	Ada	#EF7F48
#EF7F48	2009	0.2	Ada	#EF7F48
#EF7F48	2009	0.12	Ada	#EF7F48
#EF7F48	2009	0.1	Ada	#EF7F48
#EF7F48	2009	0.12	Ada	#EF7F48
#EF7F48	2009	0.14	Ada	#EF7F48
#EF7F48	2009	0.14	Ada	#EF7F48
#D69100	2009	8.49	C.C..	#D69100
#D69100	2009	8.73	C.C..	#D69100
#D69100	2009	8.64	C.C..	#D69100
#D69100	2009	8.62	C.C..	#D69100
#D69100	2009	8.7	C.C..	#D69100
#D69100	2009	8.67	C.C..	#D69100
#D69100	2009	9.02	C.C..	#D69100
#D69100	2009	9.1	C.C..	#D69100
#D69100	2009	9.54	C.C..	#D69100
#D69100	2009	9.77	C.C..	#D69100
#D69100	2009	9.95	C.C..	#D69100
#D69100	2009	10.27	C.C..	#D69100
#E48800	2009	7.83	C.	#E48800
#E48800	2009	7.74	C.	#E48800
#E48800	2009	7.63	C.	#E48800
#E48800	2009	7.62	C.	#E48800
#E48800	2009	7.44	C.	#E48800
#E48800	2009	7.33	C.	#E48800
#E48800	2009	7.23	C.	#E48800
#E48800	2009	7.1	C.	#E48800
#E48800	2009	7	C.	#E48800
#E48800	2009	6.76	C.	#E48800
#E48800	2009	6.69	C.	#E48800
#E48800	2009	6.58	C.	#E48800
#C69900	2009	0.38	Cobol	#C69900
#C69900	2009	0.39	Cobol	#C69900
#C69900	2009	0.34	Cobol	#C69900
#C69900	2009	0.35	Cobol	#C69900
#C69900	2009	0.39	Cobol	#C69900
#C69900	2009	0.39	Cobol	#C69900
#C69900	2009	0.4	Cobol	#C69900
#C69900	2009	0.45	Cobol	#C69900
#C69900	2009	0.44	Cobol	#C69900
#C69900	2009	0.48	Cobol	#C69900
#C69900	2009	0.47	Cobol	#C69900
#C69900	2009	0.48	Cobol	#C69900
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#B4A000	2009	0	Dart	#B4A000
#9EA700	2009	1.74	Delphi.Pascal	#9EA700
#9EA700	2009	1.63	Delphi.Pascal	#9EA700
#9EA700	2009	1.64	Delphi.Pascal	#9EA700
#9EA700	2009	1.67	Delphi.Pascal	#9EA700
#9EA700	2009	1.62	Delphi.Pascal	#9EA700
#9EA700	2009	1.54	Delphi.Pascal	#9EA700
#9EA700	2009	1.5	Delphi.Pascal	#9EA700
#9EA700	2009	1.53	Delphi.Pascal	#9EA700
#9EA700	2009	1.47	Delphi.Pascal	#9EA700
#9EA700	2009	1.43	Delphi.Pascal	#9EA700
#9EA700	2009	1.42	Delphi.Pascal	#9EA700
#9EA700	2009	1.41	Delphi.Pascal	#9EA700
#83AD00	2009	0.06	Go	#83AD00
#83AD00	2009	0.09	Go	#83AD00
#83AD00	2009	0.06	Go	#83AD00
#83AD00	2009	0.07	Go	#83AD00
#83AD00	2009	0.08	Go	#83AD00
#83AD00	2009	0.07	Go	#83AD00
#83AD00	2009	0.06	Go	#83AD00
#83AD00	2009	0.04	Go	#83AD00
#83AD00	2009	0.04	Go	#83AD00
#83AD00	2009	0.04	Go	#83AD00
#83AD00	2009	0.03	Go	#83AD00
#83AD00	2009	0.02	Go	#83AD00
#60B200	2009	0.4	Groovy	#60B200
#60B200	2009	0.41	Groovy	#60B200
#60B200	2009	0.46	Groovy	#60B200
#60B200	2009	0.4	Groovy	#60B200
#60B200	2009	0.38	Groovy	#60B200
#60B200	2009	0.3	Groovy	#60B200
#60B200	2009	0.27	Groovy	#60B200
#60B200	2009	0.28	Groovy	#60B200
#60B200	2009	0.24	Groovy	#60B200
#60B200	2009	0.25	Groovy	#60B200
#60B200	2009	0.25	Groovy	#60B200
#60B200	2009	0.29	Groovy	#60B200
#19B700	2009	0.3	Haskell	#19B700
