colour	x	y	showSelectedlegendcolour	fill
#F8766D	2023	0.46	Abap	#F8766D
#F8766D	2023	0.46	Abap	#F8766D
#F8766D	2023	0.46	Abap	#F8766D
#F8766D	2023	0.46	Abap	#F8766D
#F8766D	2023	0.48	Abap	#F8766D
#EF7F48	2023	0.85	Ada	#EF7F48
#EF7F48	2023	0.89	Ada	#EF7F48
#EF7F48	2023	0.93	Ada	#EF7F48
#EF7F48	2023	0.95	Ada	#EF7F48
#EF7F48	2023	1.02	Ada	#EF7F48
#D69100	2023	6.84	C.C..	#D69100
#D69100	2023	6.84	C.C..	#D69100
#D69100	2023	6.86	C.C..	#D69100
#D69100	2023	6.73	C.C..	#D69100
#D69100	2023	6.55	C.C..	#D69100
#E48800	2023	6.93	C.	#E48800
#E48800	2023	6.92	C.	#E48800
#E48800	2023	6.81	C.	#E48800
#E48800	2023	6.82	C.	#E48800
#E48800	2023	6.92	C.	#E48800
#C69900	2023	0.39	Cobol	#C69900
#C69900	2023	0.37	Cobol	#C69900
#C69900	2023	0.37	Cobol	#C69900
#C69900	2023	0.39	Cobol	#C69900
#C69900	2023	0.4	Cobol	#C69900
#B4A000	2023	0.82	Dart	#B4A000
#B4A000	2023	0.82	Dart	#B4A000
#B4A000	2023	0.8	Dart	#B4A000
#B4A000	2023	0.81	Dart	#B4A000
#B4A000	2023	0.78	Dart	#B4A000
#9EA700	2023	0	Delphi.Pascal	#9EA700
#9EA700	2023	0.02	Delphi.Pascal	#9EA700
#9EA700	2023	0.09	Delphi.Pascal	#9EA700
#9EA700	2023	0.13	Delphi.Pascal	#9EA700
#9EA700	2023	0.16	Delphi.Pascal	#9EA700
#83AD00	2023	1.92	Go	#83AD00
#83AD00	2023	1.93	Go	#83AD00
#83AD00	2023	1.9	Go	#83AD00
#83AD00	2023	1.96	Go	#83AD00
#83AD00	2023	1.95	Go	#83AD00
#60B200	2023	0.39	Groovy	#60B200
#60B200	2023	0.36	Groovy	#60B200
#60B200	2023	0.37	Groovy	#60B200
#60B200	2023	0.33	Groovy	#60B200
#60B200	2023	0.37	Groovy	#60B200
#19B700	2023	0.32	Haskell	#19B700
#19B700	2023	0.35	Haskell	#19B700
#19B700	2023	0.34	Haskell	#19B700
#19B700	2023	0.34	Haskell	#19B700
#19B700	2023	0.32	Haskell	#19B700
#00BB48	2023	16.63	Java	#00BB48
#00BB48	2023	16.6	Java	#00BB48
#00BB48	2023	16.42	Java	#00BB48
#00BB48	2023	16.35	Java	#00BB48
#00BB48	2023	16.35	Java	#00BB48
#00BE6B	2023	9.55	JavaScript	#00BE6B
#00BE6B	2023	9.57	JavaScript	#00BE6B
#00BE6B	2023	9.54	JavaScript	#00BE6B
#00BE6B	2023	9.52	JavaScript	#00BE6B
#00BE6B	2023	9.52	JavaScript	#00BE6B
#00C088	2023	0.39	Julia	#00C088
#00C088	2023	0.39	Julia	#00C088
#00C088	2023	0.42	Julia	#00C088
#00C088	2023	0.43	Julia	#00C088
#00C088	2023	0.4	Julia	#00C088
#00C1A2	2023	1.8	Kotlin	#00C1A2
#00C1A2	2023	1.83	Kotlin	#00C1A2
#00C1A2	2023	1.82	Kotlin	#00C1A2
#00C1A2	2023	1.79	Kotlin	#00C1A2
#00C1A2	2023	1.77	Kotlin	#00C1A2
