colour	x	y	showSelected1	group
#52A9ED	24	1.02	2022	24
#52A9ED	24	1.06	2022	24
#52A9ED	24	1.13	2022	24
#52A9ED	24	1.26	2022	24
#52A9ED	24	1.41	2022	24
#52A9ED	24	1.57	2022	24
#52A9ED	24	1.61	2022	24
#52A9ED	24	1.59	2022	24
#52A9ED	24	1.64	2022	24
#52A9ED	24	1.73	2022	24
#52A9ED	24	1.78	2022	24
#56B1F7	24	1.89	2023	24
#56B1F7	24	1.95	2023	24
#56B1F7	24	2.06	2023	24
#56B1F7	24	2.11	2023	24
#56B1F7	24	2.08	2023	24
#132B43	25	0.17	2004	25
#132B43	25	0.17	2004	25
#132B43	25	0.13	2004	25
#132B43	25	0.14	2004	25
#132B43	25	0.15	2004	25
#132B43	25	0.12	2004	25
#16314B	25	0.09	2005	25
#16314B	25	0.09	2005	25
#16314B	25	0.11	2005	25
#16314B	25	0.1	2005	25
#16314B	25	0.09	2005	25
#16314B	25	0.09	2005	25
#16314B	25	0.1	2005	25
#16314B	25	0.09	2005	25
#16314B	25	0.05	2005	25
#16314B	25	0.05	2005	25
#16314B	25	0.02	2005	25
#16314B	25	0.06	2005	25
#193754	25	0.11	2006	25
#193754	25	0.13	2006	25
#193754	25	0.13	2006	25
#193754	25	0.16	2006	25
#193754	25	0.15	2006	25
#193754	25	0.13	2006	25
#193754	25	0.12	2006	25
#193754	25	0.13	2006	25
#193754	25	0.16	2006	25
#193754	25	0.15	2006	25
#193754	25	0.16	2006	25
#193754	25	0.13	2006	25
#1D3E5C	25	0.09	2007	25
#1D3E5C	25	0.08	2007	25
#1D3E5C	25	0.07	2007	25
#1D3E5C	25	0.06	2007	25
#1D3E5C	25	0.1	2007	25
#1D3E5C	25	0.11	2007	25
#1D3E5C	25	0.12	2007	25
#1D3E5C	25	0.14	2007	25
#1D3E5C	25	0.12	2007	25
#1D3E5C	25	0.12	2007	25
#1D3E5C	25	0.14	2007	25
#1D3E5C	25	0.32	2007	25
#204465	25	0.33	2008	25
#204465	25	0.31	2008	25
#204465	25	0.32	2008	25
#204465	25	0.34	2008	25
#204465	25	0.29	2008	25
#204465	25	0.12	2008	25
#204465	25	0.1	2008	25
#204465	25	0.1	2008	25
#204465	25	0.07	2008	25
#204465	25	0.08	2008	25
#204465	25	0.08	2008	25
#204465	25	0.17	2008	25
#234B6E	25	0.2	2009	25
#234B6E	25	0.18	2009	25
#234B6E	25	0.2	2009	25
#234B6E	25	0.19	2009	25
#234B6E	25	0.18	2009	25
#234B6E	25	0.1	2009	25
#234B6E	25	0.08	2009	25
#234B6E	25	0.09	2009	25
#234B6E	25	0.11	2009	25
#234B6E	25	0.09	2009	25
#234B6E	25	0.12	2009	25
#234B6E	25	0.13	2009	25
#275277	25	0.17	2010	25
#275277	25	0.2	2010	25
#275277	25	0.18	2010	25
#275277	25	0.2	2010	25
#275277	25	0.2	2010	25
#275277	25	0.2	2010	25
#275277	25	0.2	2010	25
#275277	25	0.23	2010	25
#275277	25	0.26	2010	25
#275277	25	0.29	2010	25
#275277	25	0.28	2010	25
#275277	25	0.32	2010	25
#2A5980	25	0.31	2011	25
#2A5980	25	0.29	2011	25
#2A5980	25	0.29	2011	25
#2A5980	25	0.27	2011	25
#2A5980	25	0.3	2011	25
#2A5980	25	0.28	2011	25
#2A5980	25	0.28	2011	25
#2A5980	25	0.28	2011	25
#2A5980	25	0.29	2011	25
#2A5980	25	0.33	2011	25
#2A5980	25	0.34	2011	25
#2A5980	25	0.35	2011	25
#2E608A	25	0.38	2012	25
#2E608A	25	0.38	2012	25
#2E608A	25	0.37	2012	25
#2E608A	25	0.39	2012	25
#2E608A	25	0.37	2012	25
#2E608A	25	0.36	2012	25
#2E608A	25	0.38	2012	25
#2E608A	25	0.39	2012	25
#2E608A	25	0.39	2012	25
#2E608A	25	0.39	2012	25
#2E608A	25	0.45	2012	25
#2E608A	25	0.46	2012	25
#316793	25	0.45	2013	25
#316793	25	0.42	2013	25
#316793	25	0.48	2013	25
#316793	25	0.49	2013	25
#316793	25	0.45	2013	25
#316793	25	0.48	2013	25
#316793	25	0.5	2013	25
#316793	25	0.53	2013	25
#316793	25	0.52	2013	25
#316793	25	0.51	2013	25
#316793	25	0.51	2013	25
#316793	25	0.56	2013	25
#356E9D	25	0.57	2014	25
#356E9D	25	0.61	2014	25
#356E9D	25	0.62	2014	25
#356E9D	25	0.62	2014	25
#356E9D	25	0.67	2014	25
#356E9D	25	0.67	2014	25
#356E9D	25	0.66	2014	25
#356E9D	25	0.65	2014	25
#356E9D	25	0.66	2014	25
#356E9D	25	0.67	2014	25
#356E9D	25	0.65	2014	25
#356E9D	25	0.68	2014	25
#3875A6	25	0.7	2015	25
#3875A6	25	0.71	2015	25
#3875A6	25	0.73	2015	25
#3875A6	25	0.79	2015	25
#3875A6	25	0.81	2015	25
#3875A6	25	0.81	2015	25
#3875A6	25	0.81	2015	25
#3875A6	25	0.87	2015	25
#3875A6	25	0.89	2015	25
#3875A6	25	0.9	2015	25
#3875A6	25	0.94	2015	25
#3875A6	25	0.96	2015	25
#3C7CB0	25	1	2016	25
#3C7CB0	25	0.96	2016	25
#3C7CB0	25	0.96	2016	25
#3C7CB0	25	0.99	2016	25
#3C7CB0	25	0.97	2016	25
#3C7CB0	25	1.01	2016	25
#3C7CB0	25	1.06	2016	25
#3C7CB0	25	1.1	2016	25
#3C7CB0	25	1.11	2016	25
#3C7CB0	25	1.14	2016	25
#3C7CB0	25	1.17	2016	25
#3C7CB0	25	1.1	2016	25
#3F83BA	25	1.08	2017	25
#3F83BA	25	1.1	2017	25
#3F83BA	25	1.16	2017	25
#3F83BA	25	1.18	2017	25
#3F83BA	25	1.25	2017	25
#3F83BA	25	1.32	2017	25
#3F83BA	25	1.33	2017	25
#3F83BA	25	1.33	2017	25
#3F83BA	25	1.31	2017	25
#3F83BA	25	1.35	2017	25
#3F83BA	25	1.32	2017	25
#3F83BA	25	1.32	2017	25
#438BC4	25	1.31	2018	25
#438BC4	25	1.31	2018	25
#438BC4	25	1.29	2018	25
#438BC4	25	1.19	2018	25
#438BC4	25	1.17	2018	25
#438BC4	25	1.16	2018	25
#438BC4	25	1.19	2018	25
#438BC4	25	1.19	2018	25
#438BC4	25	1.21	2018	25
#438BC4	25	1.21	2018	25
#438BC4	25	1.21	2018	25
#438BC4	25	1.19	2018	25
#4792CE	25	1.16	2019	25
#4792CE	25	1.13	2019	25
#4792CE	25	1.08	2019	25
#4792CE	25	1.08	2019	25
#4792CE	25	1.07	2019	25
#4792CE	25	1.09	2019	25
#4792CE	25	1.1	2019	25
#4792CE	25	1.11	2019	25
#4792CE	25	1.19	2019	25
#4792CE	25	1.13	2019	25
#4792CE	25	1.11	2019	25
#4792CE	25	1.11	2019	25
#4B9AD8	25	1.12	2020	25
#4B9AD8	25	1.11	2020	25
#4B9AD8	25	1.04	2020	25
#4B9AD8	25	1.07	2020	25
#4B9AD8	25	1.07	2020	25
#4B9AD8	25	1.11	2020	25
#4B9AD8	25	1.1	2020	25
#4B9AD8	25	1.1	2020	25
#4B9AD8	25	1.06	2020	25
#4B9AD8	25	1.03	2020	25
#4B9AD8	25	0.98	2020	25
#4B9AD8	25	0.88	2020	25
#4EA2E2	25	0.81	2021	25
#4EA2E2	25	0.76	2021	25
#4EA2E2	25	0.71	2021	25
#4EA2E2	25	0.74	2021	25
#4EA2E2	25	0.72	2021	25
#4EA2E2	25	0.71	2021	25
#4EA2E2	25	0.76	2021	25
#4EA2E2	25	0.77	2021	25
#4EA2E2	25	0.83	2021	25
#4EA2E2	25	0.8	2021	25
#4EA2E2	25	0.78	2021	25
#4EA2E2	25	0.72	2021	25
#52A9ED	25	0.6	2022	25
#52A9ED	25	0.62	2022	25
#52A9ED	25	0.59	2022	25
#52A9ED	25	0.59	2022	25
#52A9ED	25	0.62	2022	25
#52A9ED	25	0.69	2022	25
#52A9ED	25	0.76	2022	25
#52A9ED	25	0.73	2022	25
#52A9ED	25	0.73	2022	25
#52A9ED	25	0.7	2022	25
#52A9ED	25	0.69	2022	25
#52A9ED	25	0.67	2022	25
#56B1F7	25	0.63	2023	25
#56B1F7	25	0.62	2023	25
#56B1F7	25	0.65	2023	25
#56B1F7	25	0.68	2023	25
#56B1F7	25	0.78	2023	25
#132B43	26	0	2004	26
#132B43	26	0	2004	26
#132B43	26	0	2004	26
#132B43	26	0	2004	26
#132B43	26	0	2004	26
#132B43	26	0	2004	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#16314B	26	0	2005	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#193754	26	0	2006	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#1D3E5C	26	0	2007	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#204465	26	0	2008	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#234B6E	26	0	2009	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#275277	26	0	2010	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2A5980	26	0	2011	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#2E608A	26	0	2012	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#316793	26	0	2013	26
#356E9D	26	0	2014	26
#356E9D	26	0.06	2014	26
#356E9D	26	0.12	2014	26
#356E9D	26	0.18	2014	26
#356E9D	26	0.25	2014	26
#356E9D	26	0.31	2014	26
#356E9D	26	0.68	2014	26
#356E9D	26	0.96	2014	26
#356E9D	26	1.23	2014	26
#356E9D	26	1.54	2014	26
#356E9D	26	1.89	2014	26
#356E9D	26	2.3	2014	26
#3875A6	26	2.4	2015	26
#3875A6	26	2.49	2015	26
#3875A6	26	2.59	2015	26
#3875A6	26	2.65	2015	26
#3875A6	26	2.63	2015	26
#3875A6	26	2.64	2015	26
#3875A6	26	2.7	2015	26
#3875A6	26	2.74	2015	26
#3875A6	26	2.78	2015	26
#3875A6	26	2.9	2015	26
#3875A6	26	3.05	2015	26
#3875A6	26	3.1	2015	26
#3C7CB0	26	3.1	2016	26
#3C7CB0	26	3.23	2016	26
#3C7CB0	26	3.27	2016	26
#3C7CB0	26	3.31	2016	26
#3C7CB0	26	3.42	2016	26
#3C7CB0	26	3.41	2016	26
#3C7CB0	26	3.48	2016	26
#3C7CB0	26	3.46	2016	26
#3C7CB0	26	3.53	2016	26
#3C7CB0	26	3.51	2016	26
#3C7CB0	26	3.4	2016	26
#3C7CB0	26	3.51	2016	26
#3F83BA	26	3.48	2017	26
#3F83BA	26	3.5	2017	26
#3F83BA	26	3.5	2017	26
#3F83BA	26	3.44	2017	26
#3F83BA	26	3.48	2017	26
#3F83BA	26	3.44	2017	26
#3F83BA	26	3.5	2017	26
#3F83BA	26	3.5	2017	26
#3F83BA	26	3.47	2017	26
#3F83BA	26	3.51	2017	26
#3F83BA	26	3.46	2017	26
#3F83BA	26	3.32	2017	26
#438BC4	26	3.17	2018	26
#438BC4	26	3.05	2018	26
#438BC4	26	2.96	2018	26
#438BC4	26	2.85	2018	26
#438BC4	26	2.77	2018	26
#438BC4	26	2.73	2018	26
#438BC4	26	2.73	2018	26
#438BC4	26	2.67	2018	26
#438BC4	26	2.66	2018	26
#438BC4	26	2.59	2018	26
#438BC4	26	2.57	2018	26
#438BC4	26	2.6	2018	26
#4792CE	26	2.5	2019	26
#4792CE	26	2.46	2019	26
#4792CE	26	2.41	2019	26
#4792CE	26	2.38	2019	26
#4792CE	26	2.34	2019	26
#4792CE	26	2.29	2019	26
#4792CE	26	2.37	2019	26
#4792CE	26	2.38	2019	26
#4792CE	26	2.4	2019	26
#4792CE	26	2.43	2019	26
#4792CE	26	2.43	2019	26
#4792CE	26	2.43	2019	26
#4B9AD8	26	2.37	2020	26
#4B9AD8	26	2.29	2020	26
#4B9AD8	26	2.19	2020	26
#4B9AD8	26	2.15	2020	26
#4B9AD8	26	2.09	2020	26
#4B9AD8	26	2.12	2020	26
#4B9AD8	26	2.15	2020	26
#4B9AD8	26	2.25	2020	26
#4B9AD8	26	2.42	2020	26
#4B9AD8	26	2.38	2020	26
#4B9AD8	26	2.34	2020	26
#4B9AD8	26	2.19	2020	26
#4EA2E2	26	2.11	2021	26
#4EA2E2	26	2	2021	26
#4EA2E2	26	1.8	2021	26
#4EA2E2	26	1.78	2021	26
#4EA2E2	26	1.7	2021	26
#4EA2E2	26	1.76	2021	26
#4EA2E2	26	1.62	2021	26
#4EA2E2	26	1.59	2021	26
#4EA2E2	26	1.59	2021	26
#4EA2E2	26	1.57	2021	26
#4EA2E2	26	1.68	2021	26
#4EA2E2	26	1.63	2021	26
#52A9ED	26	1.92	2022	26
#52A9ED	26	2	2022	26
#52A9ED	26	2.08	2022	26
#52A9ED	26	2.16	2022	26
#52A9ED	26	2.19	2022	26
#52A9ED	26	2.22	2022	26
#52A9ED	26	2.06	2022	26
#52A9ED	26	2.02	2022	26
#52A9ED	26	2.01	2022	26
#52A9ED	26	2.03	2022	26
#52A9ED	26	2.1	2022	26
#52A9ED	26	2.15	2022	26
#56B1F7	26	2.21	2023	26
#56B1F7	26	2.27	2023	26
#56B1F7	26	2.25	2023	26
#56B1F7	26	2.3	2023	26
#56B1F7	26	2.3	2023	26
#132B43	27	0	2004	27
#132B43	27	0	2004	27
#132B43	27	0	2004	27
#132B43	27	0	2004	27
#132B43	27	0	2004	27
#132B43	27	0	2004	27
#16314B	27	0	2005	27
#16314B	27	0.01	2005	27
#16314B	27	0.01	2005	27
#16314B	27	0.01	2005	27
#16314B	27	0.05	2005	27
#16314B	27	0.06	2005	27
#16314B	27	0.08	2005	27
#16314B	27	0.09	2005	27
#16314B	27	0.11	2005	27
#16314B	27	0.11	2005	27
#16314B	27	0.07	2005	27
#16314B	27	0.06	2005	27
#193754	27	0.1	2006	27
#193754	27	0.08	2006	27
#193754	27	0.06	2006	27
#193754	27	0.06	2006	27
#193754	27	0.06	2006	27
#193754	27	0.06	2006	27
#193754	27	0	2006	27
#193754	27	0	2006	27
#193754	27	0	2006	27
#193754	27	0	2006	27
#193754	27	0	2006	27
#193754	27	0	2006	27
#1D3E5C	27	0	2007	27
#1D3E5C	27	0	2007	27
#1D3E5C	27	0.07	2007	27
#1D3E5C	27	0.07	2007	27
#1D3E5C	27	0.08	2007	27
#1D3E5C	27	0.08	2007	27
#1D3E5C	27	0.1	2007	27
#1D3E5C	27	0.1	2007	27
#1D3E5C	27	0.03	2007	27
#1D3E5C	27	0.03	2007	27
#1D3E5C	27	0.02	2007	27
#1D3E5C	27	0.2	2007	27
#204465	27	0.18	2008	27
#204465	27	0.18	2008	27
#204465	27	0.18	2008	27
#204465	27	0.21	2008	27
#204465	27	0.21	2008	27
#204465	27	0.03	2008	27
#204465	27	0.03	2008	27
#204465	27	0.06	2008	27
#204465	27	0.07	2008	27
#204465	27	0.07	2008	27
#204465	27	0.07	2008	27
#204465	27	0.09	2008	27
#234B6E	27	0.11	2009	27
#234B6E	27	0.08	2009	27
#234B6E	27	0.07	2009	27
#234B6E	27	0.05	2009	27
#234B6E	27	0.05	2009	27
#234B6E	27	0.01	2009	27
#234B6E	27	0	2009	27
#234B6E	27	0	2009	27
#234B6E	27	0	2009	27
#234B6E	27	0	2009	27
#234B6E	27	0	2009	27
#234B6E	27	0	2009	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#275277	27	0	2010	27
#2A5980	27	0	2011	27
#2A5980	27	0.01	2011	27
#2A5980	27	0.02	2011	27
#2A5980	27	0.02	2011	27
#2A5980	27	0.03	2011	27
#2A5980	27	0.03	2011	27
#2A5980	27	0.03	2011	27
#2A5980	27	0.02	2011	27
#2A5980	27	0.02	2011	27
#2A5980	27	0.02	2011	27
#2A5980	27	0.02	2011	27
#2A5980	27	0.02	2011	27
#2E608A	27	0.03	2012	27
#2E608A	27	0.03	2012	27
#2E608A	27	0.02	2012	27
#2E608A	27	0.02	2012	27
#2E608A	27	0.01	2012	27
#2E608A	27	0.01	2012	27
#2E608A	27	0	2012	27
#2E608A	27	0	2012	27
#2E608A	27	0	2012	27
#2E608A	27	0	2012	27
#2E608A	27	0	2012	27
#2E608A	27	0	2012	27
#316793	27	0	2013	27
#316793	27	0.01	2013	27
#316793	27	0.01	2013	27
#316793	27	0.03	2013	27
#316793	27	0.04	2013	27
#316793	27	0.04	2013	27
#316793	27	0.06	2013	27
#316793	27	0.05	2013	27
#316793	27	0.07	2013	27
#316793	27	0.05	2013	27
#316793	27	0.05	2013	27
#316793	27	0.05	2013	27
#356E9D	27	0.05	2014	27
#356E9D	27	0.09	2014	27
#356E9D	27	0.07	2014	27
#356E9D	27	0.09	2014	27
#356E9D	27	0.11	2014	27
#356E9D	27	0.11	2014	27
#356E9D	27	0.12	2014	27
#356E9D	27	0.11	2014	27
#356E9D	27	0.13	2014	27
#356E9D	27	0.14	2014	27
#356E9D	27	0.13	2014	27
#356E9D	27	0.13	2014	27
#3875A6	27	0.13	2015	27
#3875A6	27	0.12	2015	27
#3875A6	27	0.11	2015	27
#3875A6	27	0.11	2015	27
#3875A6	27	0.14	2015	27
#3875A6	27	0.15	2015	27
#3875A6	27	0.17	2015	27
#3875A6	27	0.21	2015	27
#3875A6	27	0.23	2015	27
#3875A6	27	0.24	2015	27
#3875A6	27	0.27	2015	27
#3875A6	27	0.3	2015	27
#3C7CB0	27	0.32	2016	27
#3C7CB0	27	0.34	2016	27
#3C7CB0	27	0.38	2016	27
#3C7CB0	27	0.45	2016	27
#3C7CB0	27	0.5	2016	27
#3C7CB0	27	0.61	2016	27
#3C7CB0	27	0.7	2016	27
#3C7CB0	27	0.78	2016	27
#3C7CB0	27	0.84	2016	27
#3C7CB0	27	0.94	2016	27
#3C7CB0	27	0.99	2016	27
#3C7CB0	27	0.96	2016	27
#3F83BA	27	1.01	2017	27
#3F83BA	27	1.05	2017	27
#3F83BA	27	1.1	2017	27
#3F83BA	27	1.11	2017	27
#3F83BA	27	1.16	2017	27
#3F83BA	27	1.21	2017	27
#3F83BA	27	1.25	2017	27
#3F83BA	27	1.3	2017	27
#3F83BA	27	1.35	2017	27
#3F83BA	27	1.38	2017	27
#3F83BA	27	1.37	2017	27
#3F83BA	27	1.39	2017	27
#438BC4	27	1.41	2018	27
#438BC4	27	1.41	2018	27
#438BC4	27	1.43	2018	27
#438BC4	27	1.45	2018	27
#438BC4	27	1.46	2018	27
#438BC4	27	1.46	2018	27
#438BC4	27	1.47	2018	27
#438BC4	27	1.48	2018	27
#438BC4	27	1.49	2018	27
#438BC4	27	1.48	2018	27
#438BC4	27	1.52	2018	27
#438BC4	27	1.56	2018	27
#4792CE	27	1.53	2019	27
#4792CE	27	1.56	2019	27
#4792CE	27	1.56	2019	27
#4792CE	27	1.57	2019	27
#4792CE	27	1.58	2019	27
#4792CE	27	1.6	2019	27
#4792CE	27	1.63	2019	27
#4792CE	27	1.72	2019	27
#4792CE	27	1.74	2019	27
#4792CE	27	1.76	2019	27
#4792CE	27	1.79	2019	27
#4792CE	27	1.79	2019	27
#4B9AD8	27	1.81	2020	27
#4B9AD8	27	1.77	2020	27
#4B9AD8	27	1.84	2020	27
#4B9AD8	27	1.87	2020	27
#4B9AD8	27	1.79	2020	27
#4B9AD8	27	1.84	2020	27
#4B9AD8	27	1.89	2020	27
#4B9AD8	27	1.87	2020	27
#4B9AD8	27	1.8	2020	27
#4B9AD8	27	1.79	2020	27
#4B9AD8	27	1.9	2020	27
#4B9AD8	27	1.87	2020	27
#4EA2E2	27	1.76	2021	27
#4EA2E2	27	1.71	2021	27
#4EA2E2	27	1.77	2021	27
#4EA2E2	27	1.73	2021	27
#4EA2E2	27	1.65	2021	27
#4EA2E2	27	1.68	2021	27
#4EA2E2	27	1.67	2021	27
#4EA2E2	27	1.67	2021	27
#4EA2E2	27	1.54	2021	27
#4EA2E2	27	1.55	2021	27
#4EA2E2	27	1.62	2021	27
#4EA2E2	27	1.65	2021	27
#52A9ED	27	1.75	2022	27
#52A9ED	27	1.99	2022	27
#52A9ED	27	2.22	2022	27
#52A9ED	27	2.41	2022	27
#52A9ED	27	2.56	2022	27
#52A9ED	27	2.64	2022	27
#52A9ED	27	2.76	2022	27
#52A9ED	27	2.77	2022	27
#52A9ED	27	2.83	2022	27
#52A9ED	27	2.79	2022	27
#52A9ED	27	2.81	2022	27
#52A9ED	27	2.76	2022	27
#56B1F7	27	2.77	2023	27
#56B1F7	27	2.8	2023	27
#56B1F7	27	2.84	2023	27
#56B1F7	27	2.88	2023	27
#56B1F7	27	2.88	2023	27
#132B43	28	1.43	2004	28
#132B43	28	1.45	2004	28
#132B43	28	1.54	2004	28
#132B43	28	1.61	2004	28
#132B43	28	1.5	2004	28
#132B43	28	1.45	2004	28
#16314B	28	1.5	2005	28
#16314B	28	1.45	2005	28
#16314B	28	1.44	2005	28
#16314B	28	1.35	2005	28
#16314B	28	1.46	2005	28
#16314B	28	1.55	2005	28
#16314B	28	1.58	2005	28
#16314B	28	1.61	2005	28
#16314B	28	1.6	2005	28
#16314B	28	1.69	2005	28
#16314B	28	1.64	2005	28
#16314B	28	1.66	2005	28
#193754	28	1.6	2006	28
#193754	28	1.67	2006	28
#193754	28	1.64	2006	28
#193754	28	1.53	2006	28
#193754	28	1.51	2006	28
#193754	28	1.48	2006	28
#193754	28	1.48	2006	28
#193754	28	1.5	2006	28
#193754	28	1.58	2006	28
#193754	28	1.69	2006	28
#193754	28	1.75	2006	28
#193754	28	1.7	2006	28
#1D3E5C	28	1.72	2007	28
#1D3E5C	28	1.65	2007	28
#1D3E5C	28	1.63	2007	28
#1D3E5C	28	1.6	2007	28
#1D3E5C	28	1.56	2007	28
#1D3E5C	28	1.62	2007	28
#1D3E5C	28	1.66	2007	28
#1D3E5C	28	1.65	2007	28
#1D3E5C	28	1.64	2007	28
#1D3E5C	28	1.66	2007	28
#1D3E5C	28	1.67	2007	28
#1D3E5C	28	1.67	2007	28
#204465	28	1.66	2008	28
#204465	28	1.67	2008	28
#204465	28	1.69	2008	28
#204465	28	1.73	2008	28
#204465	28	1.76	2008	28
#204465	28	1.77	2008	28
#204465	28	1.74	2008	28
#204465	28	1.79	2008	28
#204465	28	1.75	2008	28
#204465	28	1.65	2008	28
#204465	28	1.67	2008	28
#204465	28	1.68	2008	28
#234B6E	28	1.71	2009	28
#234B6E	28	1.68	2009	28
#234B6E	28	1.81	2009	28
#234B6E	28	1.87	2009	28
#234B6E	28	1.93	2009	28
#234B6E	28	2	2009	28
#234B6E	28	2.16	2009	28
#234B6E	28	2.21	2009	28
#234B6E	28	2.17	2009	28
#234B6E	28	2.21	2009	28
#234B6E	28	2.23	2009	28
#234B6E	28	2.28	2009	28
#275277	28	2.21	2010	28
#275277	28	2.22	2010	28
#275277	28	2.3	2010	28
#275277	28	2.3	2010	28
#275277	28	2.36	2010	28
#275277	28	2.35	2010	28
#275277	28	2.45	2010	28
#275277	28	2.55	2010	28
#275277	28	2.55	2010	28
#275277	28	2.62	2010	28
#275277	28	2.54	2010	28
#275277	28	2.46	2010	28
#2A5980	28	2.32	2011	28
#2A5980	28	2.12	2011	28
#2A5980	28	2.07	2011	28
#2A5980	28	2	2011	28
#2A5980	28	1.91	2011	28
#2A5980	28	1.92	2011	28
#2A5980	28	1.94	2011	28
#2A5980	28	2.04	2011	28
#2A5980	28	2.02	2011	28
#2A5980	28	1.99	2011	28
#2A5980	28	2.11	2011	28
#2A5980	28	2.14	2011	28
#2E608A	28	2.16	2012	28
#2E608A	28	2.21	2012	28
#2E608A	28	2.27	2012	28
#2E608A	28	2.37	2012	28
#2E608A	28	2.34	2012	28
#2E608A	28	2.32	2012	28
#2E608A	28	2.32	2012	28
#2E608A	28	2.28	2012	28
#2E608A	28	2.21	2012	28
#2E608A	28	2.05	2012	28
#2E608A	28	2.05	2012	28
#2E608A	28	2.05	2012	28
#316793	28	1.94	2013	28
#316793	28	1.81	2013	28
#316793	28	1.81	2013	28
#316793	28	1.82	2013	28
#316793	28	1.73	2013	28
#316793	28	1.62	2013	28
#316793	28	1.61	2013	28
#316793	28	1.63	2013	28
#316793	28	1.61	2013	28
#316793	28	1.61	2013	28
#316793	28	1.56	2013	28
#316793	28	1.64	2013	28
#356E9D	28	1.66	2014	28
#356E9D	28	1.68	2014	28
#356E9D	28	1.69	2014	28
#356E9D	28	1.69	2014	28
#356E9D	28	1.7	2014	28
#356E9D	28	1.66	2014	28
#356E9D	28	1.66	2014	28
#356E9D	28	1.64	2014	28
#356E9D	28	1.61	2014	28
#356E9D	28	1.54	2014	28
#356E9D	28	1.54	2014	28
#356E9D	28	1.52	2014	28
#3875A6	28	1.49	2015	28
#3875A6	28	1.47	2015	28
#3875A6	28	1.45	2015	28
#3875A6	28	1.5	2015	28
#3875A6	28	1.51	2015	28
#3875A6	28	1.52	2015	28
#3875A6	28	1.53	2015	28
#3875A6	28	1.58	2015	28
#3875A6	28	1.59	2015	28
#3875A6	28	1.59	2015	28
#3875A6	28	1.61	2015	28
#3875A6	28	1.6	2015	28
#3C7CB0	28	1.59	2016	28
#3C7CB0	28	1.54	2016	28
#3C7CB0	28	1.52	2016	28
#3C7CB0	28	1.51	2016	28
#3C7CB0	28	1.46	2016	28
#3C7CB0	28	1.41	2016	28
#3C7CB0	28	1.41	2016	28
#3C7CB0	28	1.41	2016	28
