colour	x	y	showSelectedlegendcolour	fill
#F8766D	2018	0.48	Abap	#F8766D
#F8766D	2018	0.49	Abap	#F8766D
#F8766D	2018	0.48	Abap	#F8766D
#F8766D	2018	0.47	Abap	#F8766D
#F8766D	2018	0.47	Abap	#F8766D
#F8766D	2018	0.48	Abap	#F8766D
#F8766D	2018	0.51	Abap	#F8766D
#F8766D	2018	0.52	Abap	#F8766D
#F8766D	2018	0.54	Abap	#F8766D
#F8766D	2018	0.55	Abap	#F8766D
#F8766D	2018	0.55	Abap	#F8766D
#F8766D	2018	0.54	Abap	#F8766D
#EF7F48	2018	0.36	Ada	#EF7F48
#EF7F48	2018	0.36	Ada	#EF7F48
#EF7F48	2018	0.37	Ada	#EF7F48
#EF7F48	2018	0.36	Ada	#EF7F48
#EF7F48	2018	0.39	Ada	#EF7F48
#EF7F48	2018	0.39	Ada	#EF7F48
#EF7F48	2018	0.37	Ada	#EF7F48
#EF7F48	2018	0.37	Ada	#EF7F48
#EF7F48	2018	0.39	Ada	#EF7F48
#EF7F48	2018	0.39	Ada	#EF7F48
#EF7F48	2018	0.38	Ada	#EF7F48
#EF7F48	2018	0.37	Ada	#EF7F48
#D69100	2018	6.53	C.C..	#D69100
#D69100	2018	6.41	C.C..	#D69100
#D69100	2018	6.29	C.C..	#D69100
#D69100	2018	6.21	C.C..	#D69100
#D69100	2018	6.17	C.C..	#D69100
#D69100	2018	6	C.C..	#D69100
#D69100	2018	5.93	C.C..	#D69100
#D69100	2018	5.95	C.C..	#D69100
#D69100	2018	6.04	C.C..	#D69100
#D69100	2018	6.06	C.C..	#D69100
#D69100	2018	6.08	C.C..	#D69100
#D69100	2018	6.2	C.C..	#D69100
#E48800	2018	7.84	C.	#E48800
#E48800	2018	7.83	C.	#E48800
#E48800	2018	7.82	C.	#E48800
#E48800	2018	7.77	C.	#E48800
#E48800	2018	7.68	C.	#E48800
#E48800	2018	7.72	C.	#E48800
#E48800	2018	7.65	C.	#E48800
#E48800	2018	7.62	C.	#E48800
#E48800	2018	7.57	C.	#E48800
#E48800	2018	7.53	C.	#E48800
#E48800	2018	7.5	C.	#E48800
#E48800	2018	7.46	C.	#E48800
#C69900	2018	0.27	Cobol	#C69900
#C69900	2018	0.29	Cobol	#C69900
#C69900	2018	0.28	Cobol	#C69900
#C69900	2018	0.29	Cobol	#C69900
#C69900	2018	0.3	Cobol	#C69900
#C69900	2018	0.31	Cobol	#C69900
#C69900	2018	0.31	Cobol	#C69900
#C69900	2018	0.32	Cobol	#C69900
#C69900	2018	0.32	Cobol	#C69900
#C69900	2018	0.31	Cobol	#C69900
#C69900	2018	0.32	Cobol	#C69900
#C69900	2018	0.28	Cobol	#C69900
#B4A000	2018	0.08	Dart	#B4A000
#B4A000	2018	0.08	Dart	#B4A000
#B4A000	2018	0.06	Dart	#B4A000
#B4A000	2018	0.09	Dart	#B4A000
#B4A000	2018	0.1	Dart	#B4A000
#B4A000	2018	0.11	Dart	#B4A000
#B4A000	2018	0.15	Dart	#B4A000
#B4A000	2018	0.17	Dart	#B4A000
#B4A000	2018	0.19	Dart	#B4A000
#B4A000	2018	0.18	Dart	#B4A000
#B4A000	2018	0.19	Dart	#B4A000
#B4A000	2018	0.18	Dart	#B4A000
#9EA700	2018	0.31	Delphi.Pascal	#9EA700
#9EA700	2018	0.29	Delphi.Pascal	#9EA700
#9EA700	2018	0.29	Delphi.Pascal	#9EA700
#9EA700	2018	0.29	Delphi.Pascal	#9EA700
#9EA700	2018	0.28	Delphi.Pascal	#9EA700
#9EA700	2018	0.25	Delphi.Pascal	#9EA700
#9EA700	2018	0.25	Delphi.Pascal	#9EA700
#9EA700	2018	0.29	Delphi.Pascal	#9EA700
#9EA700	2018	0.28	Delphi.Pascal	#9EA700
#9EA700	2018	0.27	Delphi.Pascal	#9EA700
#9EA700	2018	0.28	Delphi.Pascal	#9EA700
#9EA700	2018	0.28	Delphi.Pascal	#9EA700
#83AD00	2018	0.75	Go	#83AD00
#83AD00	2018	0.81	Go	#83AD00
#83AD00	2018	0.82	Go	#83AD00
#83AD00	2018	0.83	Go	#83AD00
#83AD00	2018	0.85	Go	#83AD00
#83AD00	2018	0.86	Go	#83AD00
#83AD00	2018	0.85	Go	#83AD00
#83AD00	2018	0.86	Go	#83AD00
#83AD00	2018	0.91	Go	#83AD00
#83AD00	2018	0.94	Go	#83AD00
#83AD00	2018	0.94	Go	#83AD00
#83AD00	2018	0.98	Go	#83AD00
#60B200	2018	0.54	Groovy	#60B200
#60B200	2018	0.51	Groovy	#60B200
#60B200	2018	0.5	Groovy	#60B200
#60B200	2018	0.51	Groovy	#60B200
#60B200	2018	0.5	Groovy	#60B200
#60B200	2018	0.51	Groovy	#60B200
#60B200	2018	0.53	Groovy	#60B200
#60B200	2018	0.57	Groovy	#60B200
#60B200	2018	0.53	Groovy	#60B200
#60B200	2018	0.52	Groovy	#60B200
#60B200	2018	0.48	Groovy	#60B200
#60B200	2018	0.44	Groovy	#60B200
#19B700	2018	0.25	Haskell	#19B700
#19B700	2018	0.28	Haskell	#19B700
#19B700	2018	0.29	Haskell	#19B700
#19B700	2018	0.32	Haskell	#19B700
#19B700	2018	0.33	Haskell	#19B700
#19B700	2018	0.31	Haskell	#19B700
#19B700	2018	0.31	Haskell	#19B700
#19B700	2018	0.27	Haskell	#19B700
#19B700	2018	0.25	Haskell	#19B700
#19B700	2018	0.25	Haskell	#19B700
#19B700	2018	0.24	Haskell	#19B700
#19B700	2018	0.25	Haskell	#19B700
#00BB48	2018	21.98	Java	#00BB48
#00BB48	2018	21.78	Java	#00BB48
#00BB48	2018	21.77	Java	#00BB48
#00BB48	2018	21.79	Java	#00BB48
#00BB48	2018	21.68	Java	#00BB48
#00BB48	2018	21.69	Java	#00BB48
#00BB48	2018	21.58	Java	#00BB48
#00BB48	2018	21.62	Java	#00BB48
#00BB48	2018	21.42	Java	#00BB48
#00BB48	2018	21.35	Java	#00BB48
#00BB48	2018	21.19	Java	#00BB48
#00BB48	2018	21.03	Java	#00BB48
#00BE6B	2018	8.19	JavaScript	#00BE6B
